locus	CF39 Log2FoldChange_25vs29	CF39 padj_25vs29	CF39 Log2FoldChange_25vs33	CF39 padj_25vs33	CF39 Log2FoldChange_25vs37	CF39 padj_25vs37	CF39 Log2FoldChange_25vs41	CF39 padj_25vs41	gene	product	locusNumber
PROKKA_01425_antis	NA	NA	NA	NA	3.10608666507906	0.00016424882240296	4.06807634863716	1.01230693568307e-06	narL_2	"two-component response regulator NarL"	PROKKA_01425
PROKKA_01448_antis	NA	NA	NA	NA	0.609642398197915	0.00316295318209843	1.33383125519973	4.21678788873754e-05	n/a	"hypothetical protein"	PROKKA_01448
PROKKA_01449_antis	NA	NA	NA	NA	NA	NA	0.847720196438939	0.00530874886358609	n/a	"hypothetical protein"	PROKKA_01449
PROKKA_01454_sense	NA	NA	NA	NA	NA	NA	-1.10265796078112	0.00176455906641799	nalD_1	"NalD"	PROKKA_01454
PROKKA_01455_antis	NA	NA	NA	NA	NA	NA	4.24421841642694	0.00621130240497251	pcaK_2	"4-hydroxybenzoate transporter PcaK"	PROKKA_01455
PROKKA_01465_sense	NA	NA	NA	NA	NA	NA	-0.821768403777245	0.0104392149437136	imm2	"pyocin S2 immunity protein"	PROKKA_01465
PROKKA_01466_sense	NA	NA	NA	NA	-1.10406893064373	2.66854936459719e-09	-2.8893685645134	1.01817748060034e-30	pys2_1	"pyocin S2"	PROKKA_01466
PROKKA_01492_sense	NA	NA	NA	NA	-0.928487162907671	0.00660673630246248	-0.950209185139749	0.0254541631477251	yaaA	"YaaA-like protein"	PROKKA_01492
PROKKA_01498_sense	-0.943588751026467	1.09306741670709e-06	NA	NA	NA	NA	-2.08691287968556	1.94673013985629e-14	grx_1	"glutaredoxin"	PROKKA_01498
PROKKA_01499_antis	-1.22300587409194	0.0055548482081222	-1.22089624849938	0.0152057402648905	-2.08032081590222	1.10910763991238e-06	-2.65611508620713	2.69791470902299e-07	n/a	"putative integral membrane transport protein"	PROKKA_01499
PROKKA_01499_sense	NA	NA	NA	NA	-2.82740588751142	0.0103008811913907	-3.01222324013174	0.0113198743073781	n/a	"putative integral membrane transport protein"	PROKKA_01499
PROKKA_01501_sense	NA	NA	1.49704256046254	0.00169395447327497	2.03931315517423	0.0214202355618191	NA	NA	bfd	"hypothetical protein"	PROKKA_01501
PROKKA_01502_sense	-0.429591439091946	0.0317696699224965	NA	NA	NA	NA	NA	NA	n/a	"alkylhydroperoxide reductase C"	PROKKA_01502
PROKKA_01504_sense	NA	NA	NA	NA	-0.74883607639658	0.00447262665572562	-1.17861518456749	0.000277873521594585	pyrC	"dihydroorotase"	PROKKA_01504
PROKKA_01506_sense	NA	NA	NA	NA	-0.398978682692104	0.0461512744428406	-1.28771917584606	2.90314233966518e-07	argG	"argininosuccinate synthase"	PROKKA_01506
PROKKA_01516_antis	NA	NA	2.33304292431609	0.0227735641695797	NA	NA	NA	NA	n/a	"type 12 methyltransferase"	PROKKA_01516
PROKKA_01517_sense	NA	NA	NA	NA	1.85944749226591	1.14899980417548e-27	1.54294337115006	2.8911932207239e-09	n/a	"leucyl-tRNA synthetase"	PROKKA_01517
PROKKA_01524_sense	NA	NA	NA	NA	NA	NA	-1.12735229313908	0.0308034606452443	nqrE_1	"Na+-translocating NADH:quinone oxidoreductase subunit Nqr5"	PROKKA_01524
PROKKA_01530_sense	-0.488210666805728	0.0287337331854628	NA	NA	NA	NA	-0.658322509062389	0.0198721444236214	dcd	"deoxycytidine triphosphate deaminase"	PROKKA_01530
PROKKA_01537_antis	NA	NA	NA	NA	NA	NA	2.06834877234578	0.00638784255184827	n/a	"putative chloramphenicol-sensitive protein"	PROKKA_01537
PROKKA_01538_sense	NA	NA	NA	NA	0.78371569925721	0.00782762173752722	1.73388097225015	2.40476277935032e-07	n/a	"putative lipoprotein"	PROKKA_01538
PROKKA_01544_sense	0.544043619289392	0.0224642961699323	NA	NA	NA	NA	NA	NA	dbpA_2	"RNA helicase DbpA"	PROKKA_01544
PROKKA_01545_sense	NA	NA	NA	NA	NA	NA	3.93942323334722	0.000147899998479647	n/a	"putative transmembrane protein"	PROKKA_01545
PROKKA_01551_antis	NA	NA	NA	NA	NA	NA	4.33654649834288	1.02388956227624e-06	phzH_2	"potential phenazine-modifying enzyme"	PROKKA_01551
PROKKA_01558_sense	NA	NA	NA	NA	NA	NA	-2.39454826226731	1.91492582144679e-12	mqoA	"malate:quinone oxidoreductase"	PROKKA_01558
PROKKA_01560_sense	NA	NA	NA	NA	NA	NA	-1.34370880782713	0.0149448406177496	n/a	"alkylhydroperoxide reductase C"	PROKKA_01560
PROKKA_01571_sense	NA	NA	NA	NA	0.609928267285246	0.0045161805253911	0.708201183351816	0.0272827734159359	n/a	"hypothetical protein"	PROKKA_01571
PROKKA_01574_sense	NA	NA	NA	NA	NA	NA	-1.23307733825388	0.0285978190789648	folM	"dihydromonapterin reductase FolM"	PROKKA_01574
PROKKA_01578_sense	NA	NA	NA	NA	NA	NA	4.74628656538645	0.000620790451250797	n/a	"putative murein hydrolase exporter"	PROKKA_01578
PROKKA_01598_sense	NA	NA	NA	NA	NA	NA	-1.21765654684088	4.993605945455e-06	n/a	"YebG"	PROKKA_01598
PROKKA_01600_antis	NA	NA	NA	NA	2.90617254993432	0.0211409551584099	NA	NA	n/a	"hypothetical protein"	PROKKA_01600
PROKKA_01601_sense	NA	NA	NA	NA	1.75434126461886	9.09585099061255e-05	NA	NA	fpvI_1	"FpvI"	PROKKA_01601
PROKKA_01627_sense	NA	NA	NA	NA	NA	NA	-0.852673457285545	0.00517275846667243	amrZ_1	"alginate and motility regulator Z"	PROKKA_01627
PROKKA_01646_antis	NA	NA	NA	NA	1.28682175409897	4.2945359194318e-09	1.52142800453541	1.83253455714842e-05	n/a	"yd repeat-containing protein"	PROKKA_01646
PROKKA_01647_sense	NA	NA	NA	NA	0.597493574485288	0.000658672099447497	NA	NA	n/a	"yd repeat-containing protein"	PROKKA_01647
PROKKA_01667_sense	NA	NA	NA	NA	-0.55820535742743	0.0399595796992465	NA	NA	pilK_4	"methyltransferase PilK"	PROKKA_01667
PROKKA_01678_sense	NA	NA	NA	NA	NA	NA	2.88954162854262	9.9796387853456e-06	rfaD	"ADP-L-glycero-D-mannoheptose 6-epimerase"	PROKKA_01678
PROKKA_01706_sense	NA	NA	1.12568915516717	0.0327276662073933	1.32724230287075	0.0100028853014764	3.68882751810639	2.66034610913264e-16	n/a	"hypothetical protein"	PROKKA_01706
PROKKA_01711_antis	NA	NA	1.18910657785261	0.0284060073143162	0.760112603977041	0.0298058016090531	1.73295687469561	5.82292544711706e-05	n/a	"P20"	PROKKA_01711
PROKKA_01711_sense	3.40957562469205	3.84439666801621e-81	3.87606345414958	3.04973051222723e-24	3.21131007993235	9.64000468650928e-08	6.31640521231051	6.80226986556689e-195	n/a	"P20"	PROKKA_01711
PROKKA_01712_antis	NA	NA	2.12692360637174	0.00498095395391344	NA	NA	3.23020054755097	1.57746888524077e-11	n/a	"hypothetical protein"	PROKKA_01712
PROKKA_01712_sense	2.70731170615776	8.22469690660747e-49	2.84353430125756	2.61543469872786e-14	2.83302502089705	1.93097599460707e-06	5.67971431629281	2.58338789943694e-87	n/a	"hypothetical protein"	PROKKA_01712
PROKKA_01718_sense	NA	NA	NA	NA	NA	NA	-0.903477167352387	0.0125515867222028	phaJ1	"(R)-specific enoyl-CoA hydratase"	PROKKA_01718
PROKKA_01719_sense	NA	NA	NA	NA	-0.819366734150933	0.0107806515038576	-0.872571358172735	0.0332537433882427	n/a	"putative lysophospholipase"	PROKKA_01719
PROKKA_01721_sense	NA	NA	NA	NA	-0.64461845657009	0.000548555138582068	-0.898517447344637	0.000588472475701095	fadD1_2	"long-chain-fatty-acid--CoA ligase"	PROKKA_01721
PROKKA_01736_sense	NA	NA	NA	NA	NA	NA	-2.01338326437809	0.000962189039997119	n/a	"putative low-complexity protein"	PROKKA_01736
PROKKA_01750_sense	NA	NA	NA	NA	NA	NA	1.20266860864399	0.00224796761837807	n/a	"putative acetyltransferase"	PROKKA_01750
PROKKA_01752_sense	NA	NA	1.43792604884435	6.53187216900587e-07	NA	NA	NA	NA	fecA_2	"Fe(III) dicitrate transport protein FecA"	PROKKA_01752
PROKKA_01753_antis	NA	NA	NA	NA	-1.42665591004418	0.00340630906194936	-1.61476390180395	0.00307591274488664	n/a	"putative acetyltransferase"	PROKKA_01753
PROKKA_01754_antis	-1.49403006613763	1.05073230616229e-06	NA	NA	-2.73959461854895	3.47282156185582e-19	-2.29551305537382	2.34936466494243e-06	n/a	"cspA"	PROKKA_01754
PROKKA_01754_sense	NA	NA	NA	NA	-1.20861565534949	3.79739043686869e-07	-3.03225787522245	1.80907558061721e-36	n/a	"cspA"	PROKKA_01754
PROKKA_01755_antis	-1.64317974617527	1.09306741670709e-06	NA	NA	-2.76082331115844	2.68355075305213e-16	-2.42740149230737	0.00962260335826903	capB_2	"cold acclimation protein B"	PROKKA_01755
PROKKA_01755_sense	-0.602993018727181	0.00396856180497607	-1.50397461612909	3.09636216018896e-05	-2.03776866335892	7.39225221058897e-23	-2.81561031623572	5.10162326909496e-14	capB_2	"cold acclimation protein B"	PROKKA_01755
PROKKA_01760_sense	NA	NA	NA	NA	NA	NA	-2.19599470851634	4.89545367737064e-05	n/a	"tRNA-Asp"	PROKKA_01760
PROKKA_01761_sense	NA	NA	NA	NA	-0.837891573009439	3.15714604082986e-06	-1.28708337885561	2.50421378179885e-06	fklB_2	"peptidyl-prolyl cis-trans isomerase FklB"	PROKKA_01761
PROKKA_01763_antis	NA	NA	NA	NA	-1.7402978804017	0.045767531078654	NA	NA	n/a	"putative periplasmic binding protein"	PROKKA_01763
PROKKA_01768_antis	NA	NA	NA	NA	-2.56926296591982	0.00265751840892	-3.09337618106839	0.00134725740525463	prc_1	"periplasmic tail-specific protease"	PROKKA_01768
PROKKA_01768_sense	NA	NA	NA	NA	-0.627729607223723	0.000425699265177825	-1.00919154292268	9.54643741426088e-05	prc_1	"periplasmic tail-specific protease"	PROKKA_01768
PROKKA_01778_sense	NA	NA	NA	NA	-1.01113487931198	0.00278259566482622	-0.859154090218277	0.0389759985455367	n/a	"putative aminopeptidase 2"	PROKKA_01778
PROKKA_01798_sense	NA	NA	NA	NA	NA	NA	-1.34865458341338	0.0111068016141686	ppiA	"peptidyl-prolyl cis-trans isomerase A"	PROKKA_01798
PROKKA_01804_sense	NA	NA	-1.15938311536451	0.0462376738861552	-1.50546471691377	0.00117100658573926	NA	NA	csaA	"CsaA protein"	PROKKA_01804
PROKKA_01812_sense	NA	NA	NA	NA	NA	NA	1.03764817473913	0.0273520377109518	n/a	"ABC-type transporter periplasmic component"	PROKKA_01812
PROKKA_01814_sense	0.714207378241237	0.0346806944387639	NA	NA	0.66482499908293	0.0478218668806046	1.28989991405281	0.000707139260532645	n/a	"ABC transporter permease"	PROKKA_01814
PROKKA_01816_sense	NA	NA	NA	NA	NA	NA	2.81908803072943	0.000117007514496166	n/a	"putative ferredoxin"	PROKKA_01816
PROKKA_01825_sense	NA	NA	NA	NA	NA	NA	-1.31830418463273	0.00702704505056174	n/a	"putative PHP domain-containing protein"	PROKKA_01825
PROKKA_01826_sense	NA	NA	NA	NA	NA	NA	-1.09226136803404	0.0466466718250933	n/a	"putative SUA5/yciO/yrdC family:Sua5/YciO/YrdC/YwlC protein family protein"	PROKKA_01826
PROKKA_01827_sense	NA	NA	NA	NA	-0.651960365985233	0.0380460405910059	-0.772866415054326	0.0367122529581946	n/a	"chromosome segregation and condensation protein ScpA"	PROKKA_01827
PROKKA_01828_sense	NA	NA	NA	NA	-0.760818356764382	0.0498432704830046	NA	NA	n/a	"putative transcriptional regulator"	PROKKA_01828
PROKKA_01831_sense	0.97143614182985	9.97620551200448e-05	1.20325554730267	0.0332322859062958	NA	NA	NA	NA	gapA_1	"glyceraldehyde 3-phosphate dehydrogenase"	PROKKA_01831
PROKKA_01832_sense	NA	NA	NA	NA	NA	NA	-0.86608864665923	0.0157168702525685	edd	"phosphogluconate dehydratase"	PROKKA_01832
PROKKA_01838_antis	NA	NA	NA	NA	NA	NA	0.973887989403812	0.0330830074423629	agtD_2	"AgtD"	PROKKA_01838
PROKKA_01839_sense	0.452130134433225	0.0430648941852841	NA	NA	NA	NA	NA	NA	agtA_5	"AgtA"	PROKKA_01839
PROKKA_01843_sense	NA	NA	NA	NA	NA	NA	-1.20690964673746	2.15155989459386e-05	zwf_1	"glucose-6-phosphate 1-dehydrogenase"	PROKKA_01843
PROKKA_01844_sense	NA	NA	NA	NA	NA	NA	-0.912369574010092	0.015039783982656	pgl	"6-phosphogluconolactonase"	PROKKA_01844
PROKKA_01847_sense	NA	NA	NA	NA	-1.03244507317367	9.08907736406836e-07	-1.96689905302092	1.15028835050266e-11	n/a	"putative pseudouridine synthase"	PROKKA_01847
PROKKA_01850_antis	NA	NA	NA	NA	NA	NA	1.72813135848251	0.0459733410020835	gltS	"glutamate/sodium ion symporter GltS"	PROKKA_01850
PROKKA_01853_sense	NA	NA	NA	NA	-0.852864607385916	0.0378002257762873	NA	NA	fabG_9	"3-oxoacyl-[acyl-carrier-protein] reductase"	PROKKA_01853
PROKKA_01863_sense	NA	NA	NA	NA	-0.500690235673779	0.0237915434222652	-0.744321613168874	0.010867069806754	n/a	"bifunctional cyclohexadienyl dehydrogenase/ 3-phosphoshikimate 1-carboxyvinyltransferase"	PROKKA_01863
PROKKA_01864_sense	NA	NA	NA	NA	NA	NA	-1.08796527885269	0.00303363863453923	cmk	"cytidylate kinase"	PROKKA_01864
PROKKA_01865_antis	NA	NA	NA	NA	-1.25645174362668	0.000107969734046364	NA	NA	rpsA_1	"30S ribosomal protein S1"	PROKKA_01865
PROKKA_01865_sense	NA	NA	NA	NA	NA	NA	-0.870106781585085	0.000154247476156213	rpsA_1	"30S ribosomal protein S1"	PROKKA_01865
PROKKA_01866_sense	-0.847383769593628	0.000442325192425226	NA	NA	NA	NA	-1.06272931731264	0.000206313325940928	himD	"integration host factor beta subunit"	PROKKA_01866
PROKKA_01867_antis	0.41914865599695	0.0199349479077318	NA	NA	0.688053985387717	7.47665691231101e-06	NA	NA	wzz_1	"O-antigen chain length regulator"	PROKKA_01867
PROKKA_01867_sense	NA	NA	NA	NA	0.422366240233217	0.0142479307497745	NA	NA	wzz_1	"O-antigen chain length regulator"	PROKKA_01867
PROKKA_01868_sense	NA	NA	NA	NA	0.447069588538054	0.0121233520782224	NA	NA	n/a	"putative transporter-like membrane protein"	PROKKA_01868
PROKKA_01869_sense	NA	NA	NA	NA	NA	NA	-0.713787705048261	0.00376301271764525	n/a	"hypothetical protein"	PROKKA_01869
PROKKA_01870_sense	NA	NA	NA	NA	0.477425235637986	0.009357427418696	NA	NA	rhlC_1	"rhamnosyltransferase 2"	PROKKA_01870
PROKKA_01871_sense	NA	NA	NA	NA	NA	NA	-0.813117657806239	0.00514532745973956	n/a	"hypothetical protein"	PROKKA_01871
PROKKA_01872_antis	NA	NA	1.20657731013402	0.0224867474010091	NA	NA	NA	NA	wbpM_1	"nucleotide sugar epimerase/dehydratase WbpM"	PROKKA_01872
PROKKA_01872_sense	NA	NA	NA	NA	NA	NA	-0.958958463704571	0.000355201573918807	wbpM_1	"nucleotide sugar epimerase/dehydratase WbpM"	PROKKA_01872
PROKKA_01873_antis	-0.851944226151909	0.00052468597927301	NA	NA	-0.789156650777122	0.00218203100903649	NA	NA	n/a	"protein WbjC"	PROKKA_01873
PROKKA_01873_sense	NA	NA	NA	NA	NA	NA	-0.92369415565958	0.000501449782376745	n/a	"protein WbjC"	PROKKA_01873
PROKKA_01874_antis	NA	NA	NA	NA	-0.700025035942622	0.00845226032260992	NA	NA	wbpI	"UDP-N-acetylglucosamine 2-epimerase WbpI"	PROKKA_01874
PROKKA_01874_sense	NA	NA	NA	NA	-0.514997458575393	0.00533439283789418	-1.22776674997602	6.50600708272021e-07	wbpI	"UDP-N-acetylglucosamine 2-epimerase WbpI"	PROKKA_01874
PROKKA_01875_sense	NA	NA	NA	NA	-0.395564727402488	0.0475111735231272	-1.08751694608709	9.86699661655039e-06	n/a	"glycosyltransferase"	PROKKA_01875
PROKKA_01876_antis	NA	NA	NA	NA	-0.669496596826073	0.0149471863638828	NA	NA	rmd_1	"oxidoreductase Rmd"	PROKKA_01876
PROKKA_01876_sense	NA	NA	-0.724329854198554	0.0490649371767328	NA	NA	-1.098914046036	6.74425539088143e-06	rmd_1	"oxidoreductase Rmd"	PROKKA_01876
PROKKA_01877_sense	NA	NA	-0.687702811572364	0.0453110570160456	NA	NA	-0.81806610970409	0.00196667679584517	wbpL	"glycosyltransferase WbpL"	PROKKA_01877
PROKKA_01878_antis	NA	NA	NA	NA	NA	NA	2.80181817800632	1.07281322139548e-41	wbpM_2	"nucleotide sugar epimerase/dehydratase WbpM"	PROKKA_01878
PROKKA_01878_sense	NA	NA	NA	NA	-0.637141937388459	0.000257680172876873	-0.795375679810541	0.00141353693610542	wbpM_2	"nucleotide sugar epimerase/dehydratase WbpM"	PROKKA_01878
PROKKA_01885_sense	0.688367303966532	0.014066778635026	NA	NA	0.743045542908216	0.00523503194804076	0.810562541453341	0.0485192784607523	bexR_8	"bistable expression regulator BexR"	PROKKA_01885
PROKKA_01887_sense	-0.965891183606912	7.19235920458928e-05	NA	NA	NA	NA	-1.22300297451968	0.00230795133272639	n/a	"tRNA-Ala"	PROKKA_01887
PROKKA_01898_sense	NA	NA	NA	NA	NA	NA	-1.7420475068669	0.00344384039922759	ibpA	"heat-shock protein IbpA"	PROKKA_01898
PROKKA_01907_sense	NA	NA	NA	NA	-0.636423147936897	0.0327227431661282	NA	NA	asd	"aspartate semialdehyde dehydrogenase"	PROKKA_01907
PROKKA_01916_sense	0.432468048423901	0.0291478707933636	NA	NA	NA	NA	NA	NA	purF	"amidophosphoribosyltransferase"	PROKKA_01916
PROKKA_01931_sense	NA	NA	NA	NA	NA	NA	-1.03349560363711	0.0115773771557133	n/a	"tRNA-Asp"	PROKKA_01931
PROKKA_01933_antis	NA	NA	NA	NA	-2.17317851544608	0.020232187942636	-2.08245552367866	0.0345235205531639	oruR_3	"transcriptional regulator OruR"	PROKKA_01933
PROKKA_01934_sense	NA	NA	NA	NA	NA	NA	2.29720274641943	0.000974352851746229	n/a	"Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase"	PROKKA_01934
PROKKA_01935_sense	1.29508549888806	0.000381962459188188	NA	NA	-1.21806931081533	0.0131890217043595	NA	NA	fadH1_1	"2-4-dienoyl-CoA reductase FadH1"	PROKKA_01935
PROKKA_01943_sense	0.476553897769092	0.0245497134185257	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_01943
PROKKA_01960_sense	NA	NA	NA	NA	NA	NA	1.85825181177186	0.00114153501080355	n/a	"putative transcriptional regulator"	PROKKA_01960
PROKKA_01964_sense	1.04862909110538	0.0136247289133972	NA	NA	1.42430300963255	5.04713125768151e-05	1.57376461140899	0.000247411766278604	pelA	"PelA"	PROKKA_01964
PROKKA_01965_sense	0.83811653462891	0.0460425404525552	NA	NA	1.1918891151824	0.000778719859618124	1.8915809990797	3.59837381803277e-08	pelB	"PelB"	PROKKA_01965
PROKKA_01968_sense	NA	NA	NA	NA	1.45912787107745	0.0462302783031102	NA	NA	pelE	"PelE"	PROKKA_01968
PROKKA_01970_antis	NA	NA	NA	NA	1.26520320787292	0.0378663819799606	2.88847962957699	8.84152336066152e-10	pelG	"PelG"	PROKKA_01970
PROKKA_01971_sense	NA	NA	NA	NA	NA	NA	3.62117708452628	4.90925752692589e-05	n/a	"hypothetical protein"	PROKKA_01971
PROKKA_01972_sense	NA	NA	NA	NA	NA	NA	1.14662572704626	0.0206838086298119	n/a	"hypothetical protein"	PROKKA_01972
PROKKA_01973_sense	NA	NA	NA	NA	NA	NA	0.915872403198707	0.0456394212864787	n/a	"hypothetical protein"	PROKKA_01973
PROKKA_01979_sense	NA	NA	NA	NA	NA	NA	2.07533154163189	9.50993830968635e-08	rmf	"ribosome modulation factor"	PROKKA_01979
PROKKA_01982_sense	NA	NA	NA	NA	-0.585547016808822	0.0299825442034493	-0.898918761676153	0.00393932890825835	n/a	"putative D-alanyl-D-alanine carboxypeptidase"	PROKKA_01982
PROKKA_01983_sense	-0.599346114331284	0.026055526611301	NA	NA	-1.04534874127011	0.000119884972546917	-1.83484252435575	2.14107590883166e-08	n/a	"hypothetical protein"	PROKKA_01983
PROKKA_01994_sense	NA	NA	NA	NA	NA	NA	-1.41337043310911	0.00567510803412618	maiA_3	"maleylacetoacetate isomerase"	PROKKA_01994
PROKKA_01997_antis	NA	NA	NA	NA	NA	NA	-2.19541575063417	5.35876188325932e-10	snr1	"cytochrome c Snr1"	PROKKA_01997
PROKKA_01999_sense	NA	NA	NA	NA	NA	NA	-0.667898619096965	0.0111619427962131	n/a	"putative lipoprotein"	PROKKA_01999
PROKKA_02012_sense	NA	NA	1.17131516376917	0.0414833567604466	NA	NA	2.12610814976548	2.01599426478738e-05	n/a	"hypothetical protein"	PROKKA_02012
PROKKA_02016_sense	NA	NA	NA	NA	-0.589726357458644	0.00506096379042104	-0.990940473660742	0.0004261689552832	faoA_4	"fatty-acid oxidation complex alpha-subunit"	PROKKA_02016
PROKKA_02018_sense	NA	NA	NA	NA	NA	NA	-1.50291641772686	0.000840854685751096	n/a	"TonB box-like protein"	PROKKA_02018
PROKKA_02019_sense	NA	NA	NA	NA	NA	NA	-0.758893637433503	0.00249229363842391	topA_1	"DNA topoisomerase I"	PROKKA_02019
PROKKA_02021_sense	NA	NA	NA	NA	NA	NA	-0.971666656815848	0.0368684989082074	n/a	"hypothetical protein"	PROKKA_02021
PROKKA_02022_sense	NA	NA	NA	NA	NA	NA	-1.39168593372881	0.0321544322254701	n/a	"putative cell division inhibitor"	PROKKA_02022
PROKKA_02030_antis	NA	NA	NA	NA	NA	NA	1.13327106666504	0.0211632629973846	aroP1_2	"aromatic amino acid transport protein AroP1"	PROKKA_02030
PROKKA_02030_sense	NA	NA	-0.868541912808032	0.0281015756922531	-1.23735468392346	1.67735903386514e-06	-1.69181894773833	3.50505203161519e-07	aroP1_2	"aromatic amino acid transport protein AroP1"	PROKKA_02030
PROKKA_02048_sense	NA	NA	NA	NA	NA	NA	-0.81043657741593	0.0133054711218956	exbB1_2	"transport protein ExbB"	PROKKA_02048
PROKKA_02055_sense	0.450782361764243	0.00260940703329049	NA	NA	NA	NA	NA	NA	rne	"ribonuclease E"	PROKKA_02055
PROKKA_02056_sense	NA	NA	NA	NA	-0.39982816853157	0.0299949257985254	NA	NA	n/a	"rne-II"	PROKKA_02056
PROKKA_02061_antis	NA	NA	1.67284498127406	0.0285542616834219	NA	NA	NA	NA	n/a	"metal-binding protein"	PROKKA_02061
PROKKA_02061_sense	NA	NA	NA	NA	NA	NA	-1.26620943541411	6.64082720301303e-07	n/a	"metal-binding protein"	PROKKA_02061
PROKKA_02062_sense	NA	NA	NA	NA	-0.710875848393347	0.0167927205168969	NA	NA	rpmF	"50S ribosomal protein L32"	PROKKA_02062
PROKKA_02063_sense	NA	NA	NA	NA	NA	NA	-0.720585219909446	0.0325428921660172	plsX	"fatty acid biosynthesis protein PlsX"	PROKKA_02063
PROKKA_02064_sense	0.477271876803388	0.0256162560983077	NA	NA	NA	NA	NA	NA	fabD_2	"malonyl-CoA-[acyl-carrier-protein] transacylase"	PROKKA_02064
PROKKA_02065_sense	1.06513992168992	0.030802561308803	NA	NA	NA	NA	NA	NA	fabG_12	"3-oxoacyl-[acyl-carrier-protein] reductase"	PROKKA_02065
PROKKA_02066_antis	NA	NA	NA	NA	-1.58272759991144	0.00995086050150379	NA	NA	acpP_1	"acyl carrier protein"	PROKKA_02066
PROKKA_02066_sense	NA	NA	NA	NA	NA	NA	-0.805790729729858	0.00559304874320682	acpP_1	"acyl carrier protein"	PROKKA_02066
PROKKA_02069_sense	NA	NA	NA	NA	NA	NA	0.683954686540899	0.044588715719994	n/a	"putative aminodeoxychorismate lyase"	PROKKA_02069
PROKKA_02076_sense	NA	NA	NA	NA	-0.707480272605678	0.000206304269298704	-1.84463097086863	4.37046126281225e-13	atuR_1	"putative repressor of atu genes"	PROKKA_02076
PROKKA_02077_sense	NA	NA	NA	NA	NA	NA	-1.00941371397058	0.00499594065302714	n/a	"putative oxidase"	PROKKA_02077
PROKKA_02078_antis	NA	NA	NA	NA	NA	NA	0.726737001649568	0.0495537922602048	n/a	"site-specific tyrosine recombinase XerD"	PROKKA_02078
PROKKA_02081_antis	NA	NA	NA	NA	NA	NA	1.50842578978938	0.0359486762743138	n/a	"N-6 DNA methylase"	PROKKA_02081
PROKKA_02081_sense	NA	NA	NA	NA	-0.453432611935209	0.0185049262649526	-0.82973460944649	0.00169519079953711	n/a	"N-6 DNA methylase"	PROKKA_02081
PROKKA_02083_sense	NA	NA	NA	NA	-0.489079621534215	0.0266882093145331	-0.690406902503939	0.0206662617193025	n/a	"hypothetical protein"	PROKKA_02083
PROKKA_02084_sense	NA	NA	NA	NA	-0.573873239873248	0.0123080243973404	-0.658950372678022	0.0267363904726135	n/a	"type I restriction-modification system subunit R"	PROKKA_02084
PROKKA_02086_antis	NA	NA	NA	NA	0.810849155950145	0.0431382067822485	NA	NA	n/a	"hypothetical protein"	PROKKA_02086
PROKKA_02086_sense	NA	NA	NA	NA	1.54863557298022	5.05895054489361e-11	NA	NA	n/a	"hypothetical protein"	PROKKA_02086
PROKKA_02089_antis	NA	NA	NA	NA	NA	NA	1.12841813701131	0.0215537946364153	n/a	"helicase domain-containing protein"	PROKKA_02089
PROKKA_02092_sense	NA	NA	NA	NA	0.755974791671744	0.00079834815993376	0.901556805254272	0.0078885272071674	n/a	"hypothetical protein"	PROKKA_02092
PROKKA_02093_sense	NA	NA	NA	NA	1.14128720826387	7.58243872851021e-10	1.09949512510358	0.000501449782376745	n/a	"transcriptional regulator"	PROKKA_02093
PROKKA_02094_sense	NA	NA	NA	NA	0.616902115940263	0.000895918428434275	NA	NA	n/a	"hypothetical protein"	PROKKA_02094
PROKKA_02095_antis	NA	NA	1.05442943482567	0.0311893153199915	NA	NA	1.80142499096066	9.89423274968277e-08	n/a	"ThiF family protein"	PROKKA_02095
PROKKA_02095_sense	NA	NA	NA	NA	0.545566139876643	0.00773908278203684	NA	NA	n/a	"ThiF family protein"	PROKKA_02095
PROKKA_02096_antis	NA	NA	1.41933447299025	0.00146959109105804	0.936071341108093	0.00671925137733575	1.66119033251143	0.000241724148983638	n/a	"hypothetical protein"	PROKKA_02096
PROKKA_02096_sense	0.438276045145342	0.019969991814372	NA	NA	0.934760395794865	1.40114937350123e-06	1.42754306083638	6.65034232901696e-05	n/a	"hypothetical protein"	PROKKA_02096
PROKKA_02097_antis	NA	NA	NA	NA	NA	NA	0.949078345514381	0.0200235824829887	n/a	"hypothetical protein"	PROKKA_02097
PROKKA_02101_sense	NA	NA	NA	NA	-0.498354557299989	0.0134373950113685	-1.19875075057997	8.69781077387767e-07	n/a	"electron transfer flavoprotein-ubiquinone oxidoreductase"	PROKKA_02101
PROKKA_02102_sense	NA	NA	NA	NA	NA	NA	-0.578891617598236	0.0352013439891359	etfB	"electron transfer flavoprotein beta-subunit"	PROKKA_02102
PROKKA_02103_sense	NA	NA	NA	NA	NA	NA	-0.993801260486066	0.000635298712938512	etfA_1	"electron transfer flavoprotein alpha-subunit"	PROKKA_02103
PROKKA_02105_sense	0.878388331228003	0.0195138746094176	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_02105
PROKKA_02106_antis	NA	NA	1.15316046602787	0.0323107217723004	NA	NA	1.1095380119484	0.0154309692295992	n/a	"hypothetical protein"	PROKKA_02106
