PROKKA_05162_sense,PROKKA_05162,N/A,N/A,N/A,N/A,GIY05_RS25810,GIY05_RS25810_sense
PROKKA_05163_sense,PROKKA_05163,N/A,N/A,PA0799 (PI: 29.5%),probable helicase,GIY05_RS25815,GIY05_RS25815_sense
PROKKA_05166_sense,PROKKA_05166,N/A,"Intergenic region (PI: 91.6%, PC: 27.6%)",N/A,N/A,GIY05_RS25830,GIY05_RS25830_sense
PROKKA_05167_sense,PROKKA_05167,N/A,N/A,PA1382 (PI: 26.5%),probable type II secretion system protein,GIY05_RS25835,GIY05_RS25835_sense
PROKKA_05168_sense,PROKKA_05168,N/A,N/A,N/A,N/A,GIY05_RS25840,GIY05_RS25840_sense
PROKKA_05170_sense,PROKKA_05170,N/A,N/A,PA3103 (PI: 35.6%), general secretion pathway protein E,GIY05_RS25850,GIY05_RS25850_sense
PROKKA_05171_sense,PROKKA_05171,N/A,N/A,PA3102 (PI: 25.2%),general secretion pathway protein F,GIY05_RS25855,GIY05_RS25855_sense
PROKKA_05172_sense,PROKKA_05172,N/A,N/A,N/A,N/A,GIY05_RS25860,GIY05_RS25860_sense
PROKKA_05173_sense,PROKKA_05173,N/A,N/A,PA0395 (PI: 28.5%),twitching motility protein PilT,GIY05_RS25865,GIY05_RS25865_sense
PROKKA_05174_sense,PROKKA_05174,N/A,N/A,N/A,N/A,GIY05_RS25870,GIY05_RS25870_sense
PROKKA_05176_sense,PROKKA_05176,N/A,N/A,N/A,RNA? No protein associated with tag,GIY05_RS25880,GIY05_RS25880_sense
PROKKA_05177_sense,PROKKA_05177,N/A,N/A,N/A,N/A,GIY05_RS25885,GIY05_RS25885_sense
PROKKA_05178_sense,PROKKA_05178,N/A,N/A,N/A,N/A,GIY05_RS25890,GIY05_RS25890_sense
PROKKA_05179_sense,PROKKA_05179,N/A,N/A,N/A,N/A,GIY05_RS25895,GIY05_RS25895_sense
PROKKA_05180_sense,PROKKA_05180,N/A,N/A,,RNA? No protein associated with tag,GIY05_RS25900,GIY05_RS25900_sense
PROKKA_05181_sense,PROKKA_05181,N/A,N/A,N/A,N/A,GIY05_RS25905,GIY05_RS25905_sense
PROKKA_05182_sense,PROKKA_05182,N/A,N/A,N/A,N/A,GIY05_RS25910,GIY05_RS25910_sense
PROKKA_05183_sense,PROKKA_05183,N/A,N/A,N/A,N/A,GIY05_RS25915,GIY05_RS25915_sense
PROKKA_05184_sense,PROKKA_05184,N/A,N/A,N/A,N/A,GIY05_RS25920,GIY05_RS25920_sense
PROKKA_05185_sense,PROKKA_05185,N/A,N/A,N/A,RNA? No protein associated with tag,GIY05_RS25925,GIY05_RS25925_sense
PROKKA_05186_sense,PROKKA_05186,N/A,N/A,N/A,N/A,GIY05_RS25930,GIY05_RS25930_sense
PROKKA_05187_sense,PROKKA_05187,N/A,N/A,N/A,N/A,GIY05_RS25935,GIY05_RS25935_sense
PROKKA_05188_sense,PROKKA_05188,N/A,N/A,N/A,N/A,GIY05_RS25940,GIY05_RS25940_sense
PROKKA_05189_sense,PROKKA_05189,N/A,N/A,N/A,N/A,GIY05_RS25945,GIY05_RS25945_sense
PROKKA_05190_sense,PROKKA_05190,N/A,N/A,N/A,N/A,GIY05_RS25950,GIY05_RS25950_sense
PROKKA_05191_sense,PROKKA_05191,N/A,N/A,N/A,N/A,GIY05_RS25955,GIY05_RS25955_sense
PROKKA_05192_sense,PROKKA_05192,N/A,N/A,N/A,N/A,GIY05_RS25960,GIY05_RS25960_sense
PROKKA_05199_sense,PROKKA_05199,N/A,N/A,N/A,RNA? No protein associated with tag,GIY05_RS25995,GIY05_RS25995_sense
PROKKA_05200_sense,PROKKA_05200,N/A,N/A,N/A,N/A,GIY05_RS26000,GIY05_RS26000_sense
PROKKA_05200_antis,PROKKA_05200,N/A,N/A,N/A,N/A,GIY05_RS26000,GIY05_RS26000_antis
PROKKA_05201_sense,PROKKA_05201,N/A,N/A,N/A,N/A,GIY05_RS26005,GIY05_RS26005_sense
PROKKA_05204_sense,PROKKA_05204,N/A,N/A,N/A,N/A,GIY05_RS26020,GIY05_RS26020_sense
PROKKA_05205_sense,PROKKA_05205,N/A,N/A,N/A,N/A,GIY05_RS26025,GIY05_RS26025_sense
PROKKA_05207_sense,PROKKA_05207,N/A,N/A,N/A,N/A,GIY05_RS26035,GIY05_RS26035_sense
PROKKA_05209_sense,PROKKA_05209,N/A,N/A,N/A,N/A,GIY05_RS26045,GIY05_RS26045_sense
PROKKA_05210_sense,PROKKA_05210,N/A,N/A,N/A,N/A,GIY05_RS26050,GIY05_RS26050_sense
PROKKA_05211_sense,PROKKA_05211,N/A,N/A,N/A,N/A,GIY05_RS26055,GIY05_RS26055_sense
PROKKA_05212_sense,PROKKA_05212,N/A,N/A,N/A,N/A,GIY05_RS26060,GIY05_RS26060_sense
PROKKA_05215_sense,PROKKA_05215,N/A,N/A,N/A,N/A,GIY05_RS26075,GIY05_RS26075_sense
PROKKA_05216_sense,PROKKA_05216,N/A,N/A,N/A,N/A,GIY05_RS26080,GIY05_RS26080_sense
PROKKA_05217_sense,PROKKA_05217,N/A,N/A,N/A,N/A,GIY05_RS26085,GIY05_RS26085_sense
PROKKA_05218_sense,PROKKA_05218,N/A,N/A,N/A,N/A,GIY05_RS26090,GIY05_RS26090_sense
PROKKA_05219_sense,PROKKA_05219,N/A,N/A,N/A,N/A,GIY05_RS26095,GIY05_RS26095_sense
PROKKA_05220_sense,PROKKA_05220,N/A,N/A,N/A,N/A,GIY05_RS26100,GIY05_RS26100_sense
PROKKA_05221_sense,PROKKA_05221,N/A,N/A,N/A,N/A,GIY05_RS26105,GIY05_RS26105_sense
PROKKA_05222_sense,PROKKA_05222,N/A,N/A,N/A,N/A,GIY05_RS26110,GIY05_RS26110_sense
PROKKA_05223_sense,PROKKA_05223,N/A,N/A,N/A,N/A,GIY05_RS26115,GIY05_RS26115_sense
PROKKA_05224_sense,PROKKA_05224,N/A,N/A,N/A,N/A,GIY05_RS26120,GIY05_RS26120_sense
PROKKA_05225_sense,PROKKA_05225,"PA0982 (PI: 96.8%, PC: 80.1%)",Hypothetical Protein,"PA0982 (PI: 97.1%, PC: 79.8%)",hypothetical protein,GIY05_RS26125,GIY05_RS26125_sense
PROKKA_05230_sense,PROKKA_05230,N/A,N/A,N/A,N/A,GIY05_RS26150,GIY05_RS26150_sense
PROKKA_05233_sense,PROKKA_05233,N/A,N/A,N/A,N/A,GIY05_RS26165,GIY05_RS26165_sense
PROKKA_05234_antis,PROKKA_05234,N/A,N/A,N/A,N/A,GIY05_RS26170,GIY05_RS26170_antis
PROKKA_05244_antis,PROKKA_05244,"PA0286 (PI: 73.9%, PC: 56.5%)",DesA,PA0286 (PI: 59.4%),"delta-9 fatty acid desaturase, DesA",GIY05_RS26220,GIY05_RS26220_antis
PROKKA_05245_sense,PROKKA_05245,N/A,N/A,N/A,N/A,GIY05_RS26225,GIY05_RS26225_sense
PROKKA_05246_antis,PROKKA_05246,N/A,"Intergenic region (PI: 90.5%, PC: 31.0%)",PA5280 (PI: 24.0%),site-specific recombinase Sss,GIY05_RS26230,GIY05_RS26230_antis
PROKKA_05246_sense,PROKKA_05246,N/A,"Intergenic region (PI: 90.5%, PC: 31.0%)",PA5280 (PI: 24.0%),site-specific recombinase Sss,GIY05_RS26230,GIY05_RS26230_sense
PROKKA_05277_antis,PROKKA_05277,PA4568,rplU,PA4568,50S ribosomal protein L21,GIY05_RS26385,GIY05_RS26385_antis
PROKKA_05292_sense,PROKKA_05292,PA4582,Conserved Hypothetical Protein,PA4582,conserved hypothetical protein,GIY05_RS26460,GIY05_RS26460_sense
PROKKA_05336_sense,PROKKA_05336,PA4624,cdrB,PA4624,"cyclic diguanylate-regulated TPS partner B, CdrB",GIY05_RS26680,GIY05_RS26680_sense
PROKKA_05337_sense,PROKKA_05337,"PA4625 (PI: 93.7%, PC: 89.7%)",cdrA,PA4625,"cyclic diguanylate-regulated TPS partner A, CdrA",GIY05_RS26685,GIY05_RS26685_sense
PROKKA_05345_sense,PROKKA_05345,PA4633,Probable Chemotaxis Protein,PA4633,probable chemotaxis transducer,GIY05_RS26725,GIY05_RS26725_sense
PROKKA_05356_sense,PROKKA_05356,PA4642,Hypothetical Protein,PA4642,hypothetical protein,GIY05_RS26780,GIY05_RS26780_sense
PROKKA_05375_sense,PROKKA_05375,PA4661,pagL,PA4661,Lipid A 3-O-deacylase,GIY05_RS26875,GIY05_RS26875_sense
PROKKA_05383_antis,PROKKA_05383,PA4669,ipk,PA4669,isopentenyl monophosphate kinase,GIY05_RS26915,GIY05_RS26915_antis
PROKKA_05383_sense,PROKKA_05383,PA4669,ipk,PA4670,isopentenyl monophosphate kinase,GIY05_RS26915,GIY05_RS26915_sense
PROKKA_05384_antis,PROKKA_05384,PA4669.1,tRNA-Gln,N/A,tRNA,GIY05_RS26920,GIY05_RS26920_antis
PROKKA_05385_antis,PROKKA_05385,PA4671,Probable Ribosomal Protein,PA4671,probable ribosomal protein L25,GIY05_RS26925,GIY05_RS26925_antis
PROKKA_05398_sense,PROKKA_05398,PA4683,Hypothetical Protein,PA4683,hypothetical protein,GIY05_RS26990,GIY05_RS26990_sense
PROKKA_05452_antis,PROKKA_05452,PA4726.11,crcZ,N/A,RNA? No protein associated with tag,GIY05_RS27260,GIY05_RS27260_antis
PROKKA_05452_sense,PROKKA_05452,PA4726.11,crcZ,N/A,RNA? No protein associated with tag,GIY05_RS27260,GIY05_RS27260_sense
PROKKA_05467_antis,PROKKA_05467,PA4741,rpoS,PA4741,30S ribosomal protein S15 ,GIY05_RS27335,GIY05_RS27335_antis
PROKKA_05468_antis,PROKKA_05468,N/A,Intergenic Region,N/A,RNA? No protein associated with tag,GIY05_RS27340,GIY05_RS27340_antis
PROKKA_05474_antis,PROKKA_05474,N/A,N/A,N/A,RNA? No protein associated with tag,GIY05_RS27370,GIY05_RS27370_antis
PROKKA_05578_sense,PROKKA_05578,PA4843,gcbA,PA4843,GcbA,GIY05_RS27890,GIY05_RS27890_sense
PROKKA_05785_antis,PROKKA_05785,PA5045,ponA,PA5045,penicillin-binding protein 1A,GIY05_RS28925,GIY05_RS28925_antis
PROKKA_05793_sense,PROKKA_05793,PA5053,hslV,PA5053,heat shock protein HslV,GIY05_RS28965,GIY05_RS28965_sense
PROKKA_05794_sense,PROKKA_05794,PA5054,hslU,PA5054,heat shock protein HslU,GIY05_RS28970,GIY05_RS28970_sense
PROKKA_05812_sense,PROKKA_05812,PA5072,mcpK,PA5072,McpK,GIY05_RS29060,GIY05_RS29060_sense
PROKKA_05877_sense,PROKKA_05877,PA5138,Hypothetical Protein,PA5138,hypothetical protein,GIY05_RS29385,GIY05_RS29385_sense
PROKKA_05913_sense,PROKKA_05913,PA5170,arcD,PA5170,arginine/ornithine antiporter,GIY05_RS29565,GIY05_RS29565_sense
PROKKA_05915_sense,PROKKA_05915,PA5172,arcB,PA5172,"ornithine carbamoyltransferase, catabolic",GIY05_RS29575,GIY05_RS29575_sense
PROKKA_05921_sense,PROKKA_05921,PA5178,Conserved Hypothetical Protein,PA5178,conserved hypothetical protein,GIY05_RS29605,GIY05_RS29605_sense
PROKKA_06064_antis,PROKKA_06064,PA5315,rpmG,PA5315,50S ribosomal protein L33,GIY05_RS30320,GIY05_RS30320_antis
PROKKA_06065_antis,PROKKA_06065,PA5316,rpmB,PA5316,50S ribosomal protein L28,GIY05_RS30325,GIY05_RS30325_antis
PROKKA_06169_sense,PROKKA_06169,PA5413,itaA,PA5413,low specificity l-threonine aldolase,GIY05_RS30845,GIY05_RS30845_sense
PROKKA_06304_sense,PROKKA_06304,PA5535,Conserved Hypothetical Protein,PA5535,conserved hypothetical protein,GIY05_RS31520,GIY05_RS31520_sense
PROKKA_06331_antis,PROKKA_06331,N/A,N/A,N/A,N/A,GIY05_RS31655,GIY05_RS31655_antis
PROKKA_06408_sense,PROKKA_06408,N/A,N/A,N/A,N/A,GIY05_RS32040,GIY05_RS32040_sense
PROKKA_06409_sense,PROKKA_06409,N/A,N/A,N/A,N/A,GIY05_RS32045,GIY05_RS32045_sense
PROKKA_06410_sense,PROKKA_06410,N/A,N/A,N/A,N/A,GIY05_RS32050,GIY05_RS32050_sense
PROKKA_06414_sense,PROKKA_06414,N/A,N/A,N/A,N/A,GIY05_RS32070,GIY05_RS32070_sense
PROKKA_06415_sense,PROKKA_06415,N/A,N/A,N/A,N/A,GIY05_RS32075,GIY05_RS32075_sense
PROKKA_06417_sense,PROKKA_06417,N/A,N/A,N/A,N/A,GIY05_RS32085,GIY05_RS32085_sense
PROKKA_06418_sense,PROKKA_06418,N/A,N/A,N/A,N/A,GIY05_RS32090,GIY05_RS32090_sense
PROKKA_06465_antis,PROKKA_06465,N/A,N/A,N/A,N/A,GIY05_RS32325,GIY05_RS32325_antis
PROKKA_06520_sense,PROKKA_06520,N/A,N/A,N/A,N/A,GIY05_RS32600,GIY05_RS32600_sense
PROKKA_06566_sense,PROKKA_06566,N/A,N/A,N/A,N/A,GIY05_RS32830,GIY05_RS32830_sense
PROKKA_06664_sense,PROKKA_06664,N/A,N/A,N/A,N/A,GIY05_RS33320,GIY05_RS33320_sense
PROKKA_06665_sense,PROKKA_06665,N/A,N/A,N/A,N/A,GIY05_RS33325,GIY05_RS33325_sense
PROKKA_06747_antis,PROKKA_06747,N/A,N/A,N/A,N/A,GIY05_RS33735,GIY05_RS33735_antis
PROKKA_06791_antis,PROKKA_06791,N/A,N/A,N/A,N/A,GIY05_RS33955,GIY05_RS33955_antis
PROKKA_06868_antis,PROKKA_06868,N/A,N/A,N/A,N/A,GIY05_RS34340,GIY05_RS34340_antis

