locus	baseMean	log2FoldChange_41C	lfcSE	stat	pvalue_41C	padj_Temp	gene_name	gene_discription	raw_locus
PROKKA_01301_sense	-1.38956091750521	6.37604921000654e-07	7.32747530306221e-05	-0.625761781881543	0.000711686079013037	0.0069051063191936	n/a	"hypothetical protein"	PROKKA_01301
PROKKA_01306_sense	NA	NA	NA	-0.994900422025189	1.28225195906158e-07	3.84853062038066e-06	n/a	"KWG repeat-containing protein"	PROKKA_01306
PROKKA_01319_antis	-1.64671601292319	0.000736454843707436	0.0194842639405331	NA	NA	NA	pilH_2	"twitching motility protein PilH"	PROKKA_01319
PROKKA_01322_igtop	NA	NA	NA	0.703773326233773	4.37847708143141e-05	0.00063937559266559	lysS	"lysyl-tRNA synthetase"	PROKKA_01322
PROKKA_01322_sense	NA	NA	NA	0.491644219698105	0.00232046602066876	0.0181658143170405	lysS	"lysyl-tRNA synthetase"	PROKKA_01322
PROKKA_01332_igbot	1.78491987968257	1.65736816161218e-08	2.59360485716118e-06	0.927230661706691	1.44063318962728e-05	0.000245502009564381	kdpB_2	"potassium-transporting ATPase B chain"	PROKKA_01332
PROKKA_01336_igtop	NA	NA	NA	-0.518062318924734	0.00432146551713008	0.0296553733351158	adk	"adenylate kinase"	PROKKA_01336
PROKKA_01338_igtop	NA	NA	NA	2.19461118874583	0.00711183351963383	0.0433202555823763	n/a	"hypothetical protein"	PROKKA_01338
PROKKA_01348_sense	NA	NA	NA	-1.12405022779308	0.00578723217583796	0.0369767841170795	n/a	"putative lipoprotein"	PROKKA_01348
PROKKA_01366_igtop	NA	NA	NA	-0.686803387467065	0.00225457428057755	0.0177120917413251	n/a	"t44"	PROKKA_01366
PROKKA_01367_sense	NA	NA	NA	-0.428750293914335	0.00155417631146621	0.0131265095673397	rpsB	"30S ribosomal protein S2"	PROKKA_01367
PROKKA_01368_igtop	NA	NA	NA	-0.458425142723768	0.00375095570233976	0.0265165360734271	tsf	"elongation factor Ts"	PROKKA_01368
PROKKA_01368_sense	NA	NA	NA	-0.441517252826594	0.000786433713459874	0.00752097688043103	tsf	"elongation factor Ts"	PROKKA_01368
PROKKA_01369_igtop	NA	NA	NA	-0.834662174533603	9.8464448557077e-05	0.00127474720415535	pyrH	"uridylate kinase"	PROKKA_01369
PROKKA_01369_sense	NA	NA	NA	-0.407384356360623	0.00411523599544901	0.0284880742414403	pyrH	"uridylate kinase"	PROKKA_01369
PROKKA_01384_igtop	NA	NA	NA	0.620500017485051	0.000108335127555186	0.00138803382040426	accA	"acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)"	PROKKA_01384
PROKKA_01400_sense	NA	NA	NA	-0.67777120570248	1.31611356738027e-05	0.000227409742698336	n/a	"putative lipoprotein NlpD"	PROKKA_01400
PROKKA_01401_sense	NA	NA	NA	-0.402431059688134	0.00566248413457837	0.0364364891567751	rpoS_1	"sigma factor RpoS"	PROKKA_01401
PROKKA_01402_igtop	1.156928408861	0.00258585110151842	0.0459765465109453	1.25263283692624	1.05527098915438e-12	7.50280373764353e-11	n/a	"PrrB_RsmZ"	PROKKA_01402
PROKKA_01403_sense	NA	NA	NA	0.757894477350914	2.91479972388887e-05	0.000451481657232359	fdxA_1	"ferredoxin I"	PROKKA_01403
PROKKA_01411_igtop	5.26072689030434	0.000175994119199351	0.00696586366115469	2.32130197637095	4.62773909011711e-05	0.000667903641725055	n/a	"phosphoketolase"	PROKKA_01411
PROKKA_01413_sense	NA	NA	NA	-0.542342480705727	0.0067331377348643	0.0418299129745312	n/a	"putative secreted protein"	PROKKA_01413
PROKKA_01423_sense	2.00265631571779	3.52034830540068e-06	0.000301071648677	NA	NA	NA	rpmE2	"50S ribosomal protein L31"	PROKKA_01423
PROKKA_01425_antis	NA	NA	NA	3.10608666507906	9.0891670225295e-06	0.00016424882240296	narL_2	"two-component response regulator NarL"	PROKKA_01425
PROKKA_01448_antis	NA	NA	NA	0.609642398197915	0.000280049347919253	0.00316295318209843	n/a	"hypothetical protein"	PROKKA_01448
PROKKA_01466_sense	NA	NA	NA	-1.10406893064373	4.67626819712674e-11	2.66854936459719e-09	pys2_1	"pyocin S2"	PROKKA_01466
PROKKA_01492_sense	NA	NA	NA	-0.928487162907671	0.00067712572894733	0.00660673630246248	yaaA	"YaaA-like protein"	PROKKA_01492
PROKKA_01495_igbot	NA	NA	NA	0.757325051640364	0.000776841165262746	0.00744565775413155	n/a	"hypothetical protein"	PROKKA_01495
PROKKA_01499_antis	-2.02275030278383	4.95900177741409e-06	0.00038393113760927	-2.08032081590222	3.13271122640688e-08	1.10910763991238e-06	n/a	"putative integral membrane transport protein"	PROKKA_01499
PROKKA_01499_sense	NA	NA	NA	-2.82740588751142	0.00115074404824275	0.0103008811913907	n/a	"putative integral membrane transport protein"	PROKKA_01499
PROKKA_01500_igbot	-1.8454557371562	0.00225990915820415	0.0422942286478156	-1.38162183748459	0.00790170059545145	0.0469769369190856	bfrB_1	"bacterioferritin"	PROKKA_01500
PROKKA_01501_igbot	NA	NA	NA	2.5260144170257	0.000938603151766338	0.0086427215906807	bfd	"hypothetical protein"	PROKKA_01501
PROKKA_01501_sense	2.01036272449383	4.2189106734e-05	0.00219179645033542	2.03931315517423	0.00284302730244359	0.0214202355618191	bfd	"hypothetical protein"	PROKKA_01501
PROKKA_01504_sense	NA	NA	NA	-0.74883607639658	0.000420292728871434	0.00447262665572562	pyrC	"dihydroorotase"	PROKKA_01504
PROKKA_01506_sense	NA	NA	NA	-0.398978682692104	0.00770429391206285	0.0461512744428406	argG	"argininosuccinate synthase"	PROKKA_01506
PROKKA_01512_igtop	NA	NA	NA	1.00295413005251	4.61939803912919e-05	0.000667810976523444	n/a	"Pyrroloquinoline quinone (Coenzyme PQQ) biosynthesis protein C"	PROKKA_01512
PROKKA_01517_igbot	NA	NA	NA	1.93231332205731	0.00645524496805916	0.0405157705158793	n/a	"leucyl-tRNA synthetase"	PROKKA_01517
PROKKA_01517_sense	1.70542935909094	0.000201610778971066	0.00772316291318849	1.85944749226591	5.6959870393758e-30	1.14899980417548e-27	n/a	"leucyl-tRNA synthetase"	PROKKA_01517
PROKKA_01538_sense	NA	NA	NA	0.78371569925721	0.000829327228128604	0.00782762173752722	n/a	"putative lipoprotein"	PROKKA_01538
PROKKA_01551_antis	3.31645785827033	0.000509230455894191	0.0146878039337325	NA	NA	NA	phzH_2	"potential phenazine-modifying enzyme"	PROKKA_01551
PROKKA_01571_sense	NA	NA	NA	0.609928267285246	0.000425897587015209	0.0045161805253911	n/a	"hypothetical protein"	PROKKA_01571
PROKKA_01600_antis	NA	NA	NA	2.90617254993432	0.00278126280353529	0.0211409551584099	n/a	"hypothetical protein"	PROKKA_01600
PROKKA_01601_igtop	2.36139812224606	1.34421015556901e-05	0.000859710060366093	2.5758698654219	0.000425341281291116	0.00451580204886064	fpvI_1	"FpvI"	PROKKA_01601
PROKKA_01601_sense	NA	NA	NA	1.75434126461886	4.57204407644348e-06	9.09585099061255e-05	fpvI_1	"FpvI"	PROKKA_01601
PROKKA_01646_antis	1.46801806084863	4.91909085203167e-05	0.00249516642873744	1.28682175409897	7.72362927635879e-11	4.2945359194318e-09	n/a	"yd repeat-containing protein"	PROKKA_01646
PROKKA_01647_sense	NA	NA	NA	0.597493574485288	4.51821419381209e-05	0.000658672099447497	n/a	"yd repeat-containing protein"	PROKKA_01647
PROKKA_01648_igtop	NA	NA	NA	0.806071641702119	1.32307757054776e-06	3.02009864392928e-05	n/a	"hypothetical protein"	PROKKA_01648
PROKKA_01666_igtop	-1.16791309661484	0.000262139034305253	0.00949769752371989	NA	NA	NA	chpA_5	"component of chemotactic signal transduction system"	PROKKA_01666
PROKKA_01666_sense	-0.839464185591715	0.00258793885187374	0.0459765465109453	NA	NA	NA	chpA_5	"component of chemotactic signal transduction system"	PROKKA_01666
PROKKA_01667_igtop	NA	NA	NA	-1.08350982143352	0.00191523148784711	0.01558416315721	pilK_4	"methyltransferase PilK"	PROKKA_01667
PROKKA_01667_sense	NA	NA	NA	-0.55820535742743	0.00634359479431202	0.0399595796992465	pilK_4	"methyltransferase PilK"	PROKKA_01667
PROKKA_01706_sense	NA	NA	NA	1.32724230287075	0.0011116879675609	0.0100028853014764	n/a	"hypothetical protein"	PROKKA_01706
PROKKA_01711_antis	NA	NA	NA	0.760112603977041	0.00434682257729446	0.0298058016090531	n/a	"P20"	PROKKA_01711
PROKKA_01711_igtop	NA	NA	NA	1.66450698997728	0.000458930088708163	0.00479032441570952	n/a	"P20"	PROKKA_01711
PROKKA_01711_sense	NA	NA	NA	3.21131007993235	2.18939465441818e-09	9.64000468650928e-08	n/a	"P20"	PROKKA_01711
PROKKA_01712_sense	NA	NA	NA	2.83302502089705	5.87707704146031e-08	1.93097599460707e-06	n/a	"hypothetical protein"	PROKKA_01712
PROKKA_01719_sense	-1.04930897135881	0.00235432135284624	0.0435076219853871	-0.819366734150933	0.00121925514471805	0.0107806515038576	n/a	"putative lysophospholipase"	PROKKA_01719
PROKKA_01721_sense	-0.873938035055674	0.00101342315246844	0.0243998245229651	-0.64461845657009	3.68696847813403e-05	0.000548555138582068	fadD1_2	"long-chain-fatty-acid--CoA ligase"	PROKKA_01721
PROKKA_01741_igbot	NA	NA	NA	1.43505046153542	1.88420600251829e-07	5.46608791499788e-06	oprP	"Phosphate-specific outer membrane porin OprP precursor"	PROKKA_01741
PROKKA_01752_sense	1.41177677731966	0.00196578279709517	0.0393960012878338	NA	NA	NA	fecA_2	"Fe(III) dicitrate transport protein FecA"	PROKKA_01752
PROKKA_01753_antis	-2.14865780579893	8.93905499475283e-05	0.00403354291327651	-1.42665591004418	0.000305915927975392	0.00340630906194936	n/a	"putative acetyltransferase"	PROKKA_01753
PROKKA_01754_antis	-2.73635820319384	0.00185655185155043	0.0379709717577426	-2.73959461854895	2.64245126910865e-21	3.47282156185582e-19	n/a	"cspA"	PROKKA_01754
PROKKA_01754_sense	-2.45748532082328	1.58272537472078e-18	1.66299216158162e-15	-1.20861565534949	9.63137994133169e-09	3.79739043686869e-07	n/a	"cspA"	PROKKA_01754
PROKKA_01755_antis	-2.84765327178568	0.0019639005335707	0.0393960012878338	-2.76082331115844	2.59878099211873e-18	2.68355075305213e-16	capB_2	"cold acclimation protein B"	PROKKA_01755
PROKKA_01755_sense	-2.19475774139157	8.3293288097639e-17	6.12622133958135e-14	-2.03776866335892	5.19860946329176e-25	7.39225221058897e-23	capB_2	"cold acclimation protein B"	PROKKA_01755
PROKKA_01756_igbot	-2.46630924026811	2.79144289195058e-18	2.56638280878706e-15	-1.19069558015618	2.70121951481788e-08	9.68197440972326e-07	n/a	"SMR multidrug efflux transporter"	PROKKA_01756
PROKKA_01756_igtop	-2.36546358066791	0.0016075515945491	0.0340736080055003	-2.13336845919538	0.00083167957971168	0.00784129203741208	n/a	"SMR multidrug efflux transporter"	PROKKA_01756
PROKKA_01761_igtop	NA	NA	NA	-0.431745839767758	0.00787816383197492	0.0468989352673891	fklB_2	"peptidyl-prolyl cis-trans isomerase FklB"	PROKKA_01761
PROKKA_01761_sense	NA	NA	NA	-0.837891573009439	1.03005802346651e-07	3.15714604082986e-06	fklB_2	"peptidyl-prolyl cis-trans isomerase FklB"	PROKKA_01761
PROKKA_01763_antis	NA	NA	NA	-1.7402978804017	0.00759274581763697	0.045767531078654	n/a	"putative periplasmic binding protein"	PROKKA_01763
PROKKA_01764_igtop	1.86639370179177	2.91171361994202e-05	0.00166012819183516	1.15528750256056	0.000104226286135797	0.00134133353997316	n/a	"putative transcriptional regulator"	PROKKA_01764
PROKKA_01768_antis	NA	NA	NA	-2.56926296591982	0.000228557612757012	0.00265751840892	prc_1	"periplasmic tail-specific protease"	PROKKA_01768
PROKKA_01768_sense	NA	NA	NA	-0.627729607223723	2.70417679401639e-05	0.000425699265177825	prc_1	"periplasmic tail-specific protease"	PROKKA_01768
PROKKA_01778_sense	NA	NA	NA	-1.01113487931198	0.000242522748744365	0.00278259566482622	n/a	"putative aminopeptidase 2"	PROKKA_01778
PROKKA_01801_igtop	NA	NA	NA	-1.29788764024759	0.000677992509437236	0.00660776070433549	n/a	"3-phosphoglycerate kinase"	PROKKA_01801
PROKKA_01804_sense	NA	NA	NA	-1.50546471691377	8.88312581757475e-05	0.00117100658573926	csaA	"CsaA protein"	PROKKA_01804
PROKKA_01814_sense	NA	NA	NA	0.66482499908293	0.00809449683385632	0.0478218668806046	n/a	"ABC transporter permease"	PROKKA_01814
PROKKA_01827_sense	NA	NA	NA	-0.651960365985233	0.00598718531320303	0.0380460405910059	n/a	"chromosome segregation and condensation protein ScpA"	PROKKA_01827
PROKKA_01828_sense	NA	NA	NA	-0.760818356764382	0.00854472483378232	0.0498432704830046	n/a	"putative transcriptional regulator"	PROKKA_01828
PROKKA_01847_sense	-1.42598528771279	4.80533435262888e-06	0.000380034775952532	-1.03244507317367	2.51484732231543e-08	9.08907736406836e-07	n/a	"putative pseudouridine synthase"	PROKKA_01847
PROKKA_01853_sense	NA	NA	NA	-0.852864607385916	0.00593542858050534	0.0378002257762873	fabG_9	"3-oxoacyl-[acyl-carrier-protein] reductase"	PROKKA_01853
PROKKA_01863_sense	NA	NA	NA	-0.500690235673779	0.003247542934282	0.0237915434222652	n/a	"bifunctional cyclohexadienyl dehydrogenase/ 3-phosphoshikimate 1-carboxyvinyltransferase"	PROKKA_01863
PROKKA_01865_antis	NA	NA	NA	-1.25645174362668	5.56403863485413e-06	0.000107969734046364	rpsA_1	"30S ribosomal protein S1"	PROKKA_01865
PROKKA_01865_igbot	NA	NA	NA	-1.62714269723177	0.000413536502338271	0.00442295391033559	rpsA_1	"30S ribosomal protein S1"	PROKKA_01865
PROKKA_01865_igtop	NA	NA	NA	-0.366188237808992	0.00533467573590622	0.0347675052139273	rpsA_1	"30S ribosomal protein S1"	PROKKA_01865
PROKKA_01867_antis	NA	NA	NA	0.688053985387717	2.6893209092011e-07	7.47665691231101e-06	wzz_1	"O-antigen chain length regulator"	PROKKA_01867
PROKKA_01867_sense	NA	NA	NA	0.422366240233217	0.00172637482338171	0.0142479307497745	wzz_1	"O-antigen chain length regulator"	PROKKA_01867
PROKKA_01868_igbot	NA	NA	NA	-1.08706580117634	0.00693502858794994	0.0425590359307609	n/a	"putative transporter-like membrane protein"	PROKKA_01868
PROKKA_01868_sense	NA	NA	NA	0.447069588538054	0.00141024466761891	0.0121233520782224	n/a	"putative transporter-like membrane protein"	PROKKA_01868
PROKKA_01869_igtop	2.02142749911785	0.000118289918151848	0.00502903091333434	0.918690140446843	0.00730098091208308	0.0442239584018217	n/a	"hypothetical protein"	PROKKA_01869
PROKKA_01870_sense	NA	NA	NA	0.477425235637986	0.00102485082404441	0.009357427418696	rhlC_1	"rhamnosyltransferase 2"	PROKKA_01870
PROKKA_01873_antis	NA	NA	NA	-0.789156650777122	0.000181626284127778	0.00218203100903649	n/a	"protein WbjC"	PROKKA_01873
PROKKA_01874_antis	NA	NA	NA	-0.700025035942622	0.00091499567015572	0.00845226032260992	wbpI	"UDP-N-acetylglucosamine 2-epimerase WbpI"	PROKKA_01874
PROKKA_01874_sense	NA	NA	NA	-0.514997458575393	0.000524583478294182	0.00533439283789418	wbpI	"UDP-N-acetylglucosamine 2-epimerase WbpI"	PROKKA_01874
PROKKA_01875_sense	NA	NA	NA	-0.395564727402488	0.00801681824008009	0.0475111735231272	n/a	"glycosyltransferase"	PROKKA_01875
PROKKA_01876_antis	NA	NA	NA	-0.669496596826073	0.00182488706010513	0.0149471863638828	rmd_1	"oxidoreductase Rmd"	PROKKA_01876
PROKKA_01878_sense	NA	NA	NA	-0.637141937388459	1.52100816823794e-05	0.000257680172876873	wbpM_2	"nucleotide sugar epimerase/dehydratase WbpM"	PROKKA_01878
PROKKA_01885_sense	NA	NA	NA	0.743045542908216	0.000511265964118252	0.00523503194804076	bexR_8	"bistable expression regulator BexR"	PROKKA_01885
PROKKA_01907_sense	-0.990041952611159	0.00217418080997878	0.0411082258544831	-0.636423147936897	0.00493444178709888	0.0327227431661282	asd	"aspartate semialdehyde dehydrogenase"	PROKKA_01907
PROKKA_01933_antis	NA	NA	NA	-2.17317851544608	0.00263806831486297	0.020232187942636	oruR_3	"transcriptional regulator OruR"	PROKKA_01933
PROKKA_01933_igtop	NA	NA	NA	-1.18423833804788	0.00248994040110235	0.0192623255920608	oruR_3	"transcriptional regulator OruR"	PROKKA_01933
PROKKA_01935_sense	NA	NA	NA	-1.21806931081533	0.00156309826055817	0.0131890217043595	fadH1_1	"2-4-dienoyl-CoA reductase FadH1"	PROKKA_01935
PROKKA_01963_antis	2.70760031331579	0.000335360323149429	0.011018745268371	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_01963
PROKKA_01964_sense	3.07477704767753	3.10801977525898e-20	4.57189708940596e-17	1.42430300963255	2.34493186170815e-06	5.04713125768151e-05	pelA	"PelA"	PROKKA_01964
PROKKA_01965_sense	2.84705534410168	5.91437538647459e-18	4.83335899639118e-15	1.1918891151824	5.53919937035257e-05	0.000778719859618124	pelB	"PelB"	PROKKA_01965
PROKKA_01967_sense	2.12620699227331	0.000136430660977406	0.00564000386763555	NA	NA	NA	pelD	"PelD"	PROKKA_01967
PROKKA_01968_sense	2.75121005183753	3.12366952183322e-08	4.50482143785947e-06	1.45912787107745	0.0077228122274852	0.0462302783031102	pelE	"PelE"	PROKKA_01968
PROKKA_01970_antis	NA	NA	NA	1.26520320787292	0.00595304790691858	0.0378663819799606	pelG	"PelG"	PROKKA_01970
PROKKA_01970_sense	2.3379029006554	2.12440405411778e-11	5.04031994130201e-09	NA	NA	NA	pelG	"PelG"	PROKKA_01970
PROKKA_01972_igtop	NA	NA	NA	1.10840295548918	0.00149180530986673	0.012687111643972	n/a	"hypothetical protein"	PROKKA_01972
PROKKA_01982_sense	NA	NA	NA	-0.585547016808822	0.00439832912086355	0.0299825442034493	n/a	"putative D-alanyl-D-alanine carboxypeptidase"	PROKKA_01982
PROKKA_01983_sense	-1.34189432336887	6.93442041696544e-05	0.0032904943333407	-1.04534874127011	6.27481871527558e-06	0.000119884972546917	n/a	"hypothetical protein"	PROKKA_01983
PROKKA_02010_igbot	NA	NA	NA	-0.818362479806552	0.000508546216574012	0.00521410151603189	mltD_1	"membrane-bound lytic murein transglycosylase D precursor"	PROKKA_02010
PROKKA_02016_igbot	NA	NA	NA	0.63000793852798	0.00366745604285922	0.0261178273528414	faoA_4	"fatty-acid oxidation complex alpha-subunit"	PROKKA_02016
PROKKA_02016_sense	NA	NA	NA	-0.589726357458644	0.000488359083765553	0.00506096379042104	faoA_4	"fatty-acid oxidation complex alpha-subunit"	PROKKA_02016
PROKKA_02030_sense	NA	NA	NA	-1.23735468392346	4.98433564917524e-08	1.67735903386514e-06	aroP1_2	"aromatic amino acid transport protein AroP1"	PROKKA_02030
PROKKA_02056_sense	NA	NA	NA	-0.39982816853157	0.00440552633932688	0.0299949257985254	n/a	"rne-II"	PROKKA_02056
PROKKA_02062_sense	NA	NA	NA	-0.710875848393347	0.00210441401912231	0.0167927205168969	rpmF	"50S ribosomal protein L32"	PROKKA_02062
PROKKA_02064_igtop	1.01463645248844	0.00194389056786751	0.0393188651780117	NA	NA	NA	fabD_2	"malonyl-CoA-[acyl-carrier-protein] transacylase"	PROKKA_02064
PROKKA_02065_igtop	NA	NA	NA	1.1784766900928	0.00815555026639096	0.0480905798848913	fabG_12	"3-oxoacyl-[acyl-carrier-protein] reductase"	PROKKA_02065
PROKKA_02066_antis	NA	NA	NA	-1.58272759991144	0.0011047588958898	0.00995086050150379	acpP_1	"acyl carrier protein"	PROKKA_02066
PROKKA_02066_igtop	NA	NA	NA	0.359512474653711	0.0068766589654071	0.0423336691738405	acpP_1	"acyl carrier protein"	PROKKA_02066
PROKKA_02072_igtop	NA	NA	NA	0.47191392885914	0.00249346443547826	0.0192623255920608	pilZ	"type 4 fimbrial biogenesis protein PilZ"	PROKKA_02072
PROKKA_02076_igtop	-1.12170923768316	0.00164509750745653	0.0345705490495508	-0.584777212880788	0.00142334715312226	0.0122238744615668	atuR_1	"putative repressor of atu genes"	PROKKA_02076
PROKKA_02076_sense	-1.15003494008304	9.2258214160339e-05	0.00411247978878359	-0.707480272605678	1.17494015487157e-05	0.000206304269298704	atuR_1	"putative repressor of atu genes"	PROKKA_02076
PROKKA_02081_sense	NA	NA	NA	-0.453432611935209	0.00237658379745876	0.0185049262649526	n/a	"N-6 DNA methylase"	PROKKA_02081
PROKKA_02083_sense	NA	NA	NA	-0.489079621534215	0.00378139373386686	0.0266882093145331	n/a	"hypothetical protein"	PROKKA_02083
PROKKA_02084_sense	NA	NA	NA	-0.573873239873248	0.0014345645222171	0.0123080243973404	n/a	"type I restriction-modification system subunit R"	PROKKA_02084
PROKKA_02086_antis	NA	NA	NA	0.810849155950145	0.00706702695844768	0.0431382067822485	n/a	"hypothetical protein"	PROKKA_02086
PROKKA_02086_sense	NA	NA	NA	1.54863557298022	6.99877871094343e-13	5.05895054489361e-11	n/a	"hypothetical protein"	PROKKA_02086
PROKKA_02092_igbot	NA	NA	NA	0.889334732262963	1.1674536305175e-06	2.73688994354292e-05	n/a	"hypothetical protein"	PROKKA_02092
PROKKA_02092_sense	1.04072371142361	0.000633738901269227	0.017655869768315	0.755974791671744	5.71920610129788e-05	0.00079834815993376	n/a	"hypothetical protein"	PROKKA_02092
PROKKA_02093_sense	1.2914970212373	5.48851907628927e-05	0.00272757147338565	1.14128720826387	1.19759523380897e-11	7.58243872851021e-10	n/a	"transcriptional regulator"	PROKKA_02093
PROKKA_02094_igtop	1.43296994243564	0.000105029447179714	0.00454406814121646	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_02094
PROKKA_02094_sense	1.10038275410646	7.22236954615079e-05	0.00338347312177956	0.616902115940263	6.58976201684422e-05	0.000895918428434275	n/a	"hypothetical protein"	PROKKA_02094
PROKKA_02095_sense	0.948642031029609	0.00110864699670271	0.0258860274944394	0.545566139876643	0.000818162198654345	0.00773908278203684	n/a	"ThiF family protein"	PROKKA_02095
PROKKA_02096_antis	NA	NA	NA	0.936071341108093	0.000690206707079335	0.00671925137733575	n/a	"hypothetical protein"	PROKKA_02096
PROKKA_02096_igtop	1.24642082550974	0.000819711845427571	0.0213038184562537	0.94494323321775	0.000109431741716136	0.00140001611747163	n/a	"hypothetical protein"	PROKKA_02096
PROKKA_02096_sense	1.18837737399217	0.00169667835416765	0.0354519014059746	0.934760395794865	4.08682028471077e-08	1.40114937350123e-06	n/a	"hypothetical protein"	PROKKA_02096
PROKKA_02097_igbot	NA	NA	NA	1.02426067697642	0.000417849364964034	0.00445808781266671	n/a	"hypothetical protein"	PROKKA_02097
PROKKA_02097_igtop	NA	NA	NA	0.570632972770516	0.000895989303815179	0.00830321711676588	n/a	"hypothetical protein"	PROKKA_02097
PROKKA_02098_igtop	1.10433289752595	0.00139488731546618	0.0307167551055502	0.646357449383915	0.0041188027368031	0.0284898495175715	n/a	"putative oxidase"	PROKKA_02098
PROKKA_02101_sense	NA	NA	NA	-0.498354557299989	0.00160647666898653	0.0134373950113685	n/a	"electron transfer flavoprotein-ubiquinone oxidoreductase"	PROKKA_02101
PROKKA_02102_igtop	NA	NA	NA	-0.462991377924329	0.00558625961079233	0.0360798331079767	etfB	"electron transfer flavoprotein beta-subunit"	PROKKA_02102
PROKKA_02106_igtop	NA	NA	NA	0.935579717954194	0.00475491930692529	0.0318722361869956	n/a	"hypothetical protein"	PROKKA_02106
PROKKA_02106_sense	NA	NA	NA	1.02882240919083	1.15776090208414e-12	8.16456753225843e-11	n/a	"hypothetical protein"	PROKKA_02106
PROKKA_02107_igbot	NA	NA	NA	1.0316916468099	3.55225271555676e-09	1.51784433767189e-07	rep_1	"ATP-dependent DNA helicase Rep"	PROKKA_02107
PROKKA_02107_sense	NA	NA	NA	0.60328342603976	2.32617466064799e-05	0.000375740018742284	rep_1	"ATP-dependent DNA helicase Rep"	PROKKA_02107
PROKKA_02108_sense	NA	NA	NA	0.366300313581818	0.00569396999192696	0.0365700659061923	n/a	"SMC domain-containing protein"	PROKKA_02108
PROKKA_02109_igbot	NA	NA	NA	0.609952260630292	0.000647298766222601	0.00637861067266253	n/a	"hypothetical protein"	PROKKA_02109
PROKKA_02109_sense	NA	NA	NA	0.847312882075826	5.64923255037371e-10	2.72230239677453e-08	n/a	"hypothetical protein"	PROKKA_02109
PROKKA_02110_igbot	NA	NA	NA	0.813860558116738	5.78514433238293e-08	1.91465015671086e-06	n/a	"hypothetical protein"	PROKKA_02110
PROKKA_02124_igbot	-1.19859885020022	2.19425304304717e-05	0.00131291049578175	-0.934058117394203	3.89453565770003e-06	7.80166334754966e-05	n/a	"hypothetical protein"	PROKKA_02124
PROKKA_02124_sense	NA	NA	NA	-0.594553344329664	0.000245085176235438	0.00280457627792373	n/a	"hypothetical protein"	PROKKA_02124
PROKKA_02125_sense	NA	NA	NA	-0.703018394918991	8.22974879680969e-05	0.00109822832405427	n/a	"small multidrug resistance protein"	PROKKA_02125
PROKKA_02126_igbot	-0.977076495624392	0.00132837686290143	0.030010032785017	-0.722438127008571	2.58231916061799e-06	5.44988720175193e-05	triC_3	"Resistance-Nodulation-Cell Division (RND) triclosan efflux transporter TriC"	PROKKA_02126
PROKKA_02126_sense	-0.792916045311625	0.00201936381109584	0.0400334793277895	-0.587600822923388	8.19441362239962e-06	0.000150909434736081	triC_3	"Resistance-Nodulation-Cell Division (RND) triclosan efflux transporter TriC"	PROKKA_02126
PROKKA_02127_sense	NA	NA	NA	-0.726677139693009	1.86702505917232e-07	5.43442126283915e-06	triB_2	"Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein TriB"	PROKKA_02127
PROKKA_02129_antis	NA	NA	NA	0.668853467245694	0.00302774427105625	0.0224709269074503	n/a	"hypothetical protein"	PROKKA_02129
PROKKA_02130_antis	NA	NA	NA	0.666491704845349	0.000375214569430992	0.00404098609478116	n/a	"hypothetical protein"	PROKKA_02130
PROKKA_02131_igtop	NA	NA	NA	0.91867950634435	1.18536826619472e-05	0.000207714835171171	catR_3	"transcriptional regulator CatR"	PROKKA_02131
PROKKA_02131_sense	NA	NA	NA	0.895482699171	9.81332694096932e-07	2.35791683894648e-05	catR_3	"transcriptional regulator CatR"	PROKKA_02131
PROKKA_02132_sense	NA	NA	NA	0.837551637895373	0.00394519023323132	0.0276195158055274	n/a	"putative lipoprotein"	PROKKA_02132
PROKKA_02153_sense	-1.68155923628774	0.00160256556558856	0.0340736080055003	-1.47560507581367	0.0021472697457463	0.0170718769703056	n/a	"Cobalamin"	PROKKA_02153
PROKKA_02154_sense	NA	NA	NA	-0.774657810494568	0.00250196541846427	0.0193078719214938	n/a	"putative cobalamin biosynthesis protein cobW"	PROKKA_02154
PROKKA_02157_igbot	NA	NA	NA	0.982624454047877	5.43030963739939e-05	0.000767776545004962	n/a	"P15"	PROKKA_02157
PROKKA_02226_igtop	1.89575924865456	0.00162076748607913	0.0342550139658392	1.48748633914963	0.0013811200641012	0.0118965595193781	bexR_10	"bistable expression regulator BexR"	PROKKA_02226
PROKKA_02240_igtop	NA	NA	NA	-0.952003590797531	0.000237839879750596	0.00274338180446365	n/a	"DoxX family protein"	PROKKA_02240
PROKKA_02252_igbot	NA	NA	NA	-1.2113524976003	0.000600001775362818	0.00598897054027282	n/a	"P14"	PROKKA_02252
PROKKA_02252_sense	-1.87904678643998	2.7266267770781e-05	0.0015916142813817	-2.40675606955754	4.57440540563671e-11	2.62770811182072e-09	n/a	"P14"	PROKKA_02252
PROKKA_02253_igbot	NA	NA	NA	-0.991206796258259	0.000262529255464709	0.00298060047369226	n/a	"tRNA-Ser"	PROKKA_02253
