locus	baseMean	log2FoldChange	Fold change	lfcSE	stat	pvalue	padj	gene	product	locusNumber
PROKKA_01933_antis	8.669329864	-2.173178515	-4.51015969	0.722697404	-3.007037945	0.002638068	0.020232188	oruR_3	transcriptional regulator OruR	PROKKA_01933
PROKKA_01933_igtop	34.60659276	-1.184238338	-2.272433912	0.391540536	-3.02456126	0.00248994	0.019262326	oruR_3	transcriptional regulator OruR	PROKKA_01933
PROKKA_01935_sense	37.86704103	-1.218069311	-2.326351844	0.385135107	-3.162706514	0.001563098	0.013189022	fadH1_1	2-4-dienoyl-CoA reductase FadH1	PROKKA_01935
PROKKA_01964_sense	53.86205616	1.42430301	2.68384808	0.301684405	4.721168834	2.34E-06	5.05E-05	pelA	PelA	PROKKA_01964
PROKKA_01965_sense	52.5947176	1.191889115	2.2845169	0.295634751	4.031627241	5.54E-05	0.00077872	pelB	PelB	PROKKA_01965
PROKKA_01968_sense	13.10974414	1.459127871	2.749421071	0.54773013	2.663954001	0.007722812	0.046230278	pelE	PelE	PROKKA_01968
PROKKA_01970_antis	20.74494965	1.265203208	2.403610631	0.460014277	2.750356392	0.005953048	0.037866382	pelG	PelG	PROKKA_01970
PROKKA_01972_igtop	44.85073083	1.108402955	2.156068412	0.348963387	3.176272921	0.001491805	0.012687112	n/a	hypothetical protein	PROKKA_01972
PROKKA_01982_sense	190.9552137	-0.585547017	-1.500607857	0.205593298	-2.848084163	0.004398329	0.029982544	n/a	putative D-alanyl-D-alanine carboxypeptidase	PROKKA_01982
PROKKA_01983_sense	157.0516363	-1.045348741	-2.063865194	0.231429993	-4.516911255	6.27E-06	0.000119885	n/a	hypothetical protein	PROKKA_01983
PROKKA_02010_igbot	93.87439742	-0.81836248	-1.763403319	0.235417747	-3.476214052	0.000508546	0.005214102	mltD_1	membrane-bound lytic murein transglycosylase D precursor	PROKKA_02010
PROKKA_02016_igbot	128.4296007	0.630007939	1.547573509	0.216837898	2.905432789	0.003667456	0.026117827	faoA_4	fatty-acid oxidation complex alpha-subunit	PROKKA_02016
PROKKA_02016_sense	312.1733318	-0.589726357	-1.504961267	0.169118429	-3.487061477	0.000488359	0.005060964	faoA_4	fatty-acid oxidation complex alpha-subunit	PROKKA_02016
PROKKA_02030_sense	126.6423736	-1.237354684	-2.35765837	0.226959752	-5.45186833	4.98E-08	1.68E-06	aroP1_2	aromatic amino acid transport protein AroP1	PROKKA_02030
PROKKA_02056_sense	1065.775378	-0.399828169	-1.319350761	0.14041061	-2.847563795	0.004405526	0.029994926	n/a	rne-II	PROKKA_02056
PROKKA_02062_sense	146.5170929	-0.710875848	-1.636797502	0.231172623	-3.075086654	0.002104414	0.016792721	rpmF	50S ribosomal protein L32	PROKKA_02062
PROKKA_02065_igtop	25.47067173	1.17847669	2.263376659	0.445454308	2.645561325	0.00815555	0.04809058	fabG_12	3-oxoacyl-[acyl-carrier-protein] reductase	PROKKA_02065
PROKKA_02066_antis	20.48663068	-1.5827276	-2.995356252	0.485143152	-3.262392949	0.001104759	0.009950861	acpP_1	acyl carrier protein	PROKKA_02066
PROKKA_02066_igtop	64335.2905	0.359512475	1.282992267	0.133016846	2.702758983	0.006876659	0.042333669	acpP_1	acyl carrier protein	PROKKA_02066
PROKKA_02072_igtop	586.9119999	0.471913929	1.386948221	0.156049308	3.024133426	0.002493464	0.019262326	pilZ	type 4 fimbrial biogenesis protein PilZ	PROKKA_02072
PROKKA_02076_igtop	254.5988844	-0.584777213	-1.499807365	0.183322968	-3.189874245	0.001423347	0.012223874	atuR_1	putative repressor of atu genes	PROKKA_02076
PROKKA_02076_sense	499.0616861	-0.707480273	-1.63294961	0.161444573	-4.382186774	1.17E-05	0.000206304	atuR_1	putative repressor of atu genes	PROKKA_02076
PROKKA_02081_sense	476.570873	-0.453432612	-1.369294353	0.149222827	-3.03862767	0.002376584	0.018504926	n/a	N-6 DNA methylase	PROKKA_02081
PROKKA_02083_sense	318.2667898	-0.489079622	-1.403549185	0.168890136	-2.895844791	0.003781394	0.026688209	n/a	hypothetical protein	PROKKA_02083
PROKKA_02084_sense	237.279338	-0.57387324	-1.488514463	0.180032743	-3.187604817	0.001434565	0.012308024	n/a	type I restriction-modification system subunit R	PROKKA_02084
PROKKA_02086_antis	50.5575044	0.810849156	1.754243669	0.301020319	2.693669181	0.007067027	0.043138207	n/a	hypothetical protein	PROKKA_02086
PROKKA_02086_sense	190.4755392	1.548635573	2.925403387	0.215703657	7.179459039	7.00E-13	5.06E-11	n/a	hypothetical protein	PROKKA_02086
PROKKA_02092_igbot	201.9879485	0.889334732	1.852321769	0.182949922	4.861082873	1.17E-06	2.74E-05	n/a	hypothetical protein	PROKKA_02092
PROKKA_02092_sense	269.7504993	0.755974792	1.688772267	0.187861532	4.024106386	5.72E-05	0.000798348	n/a	hypothetical protein	PROKKA_02092
PROKKA_02093_sense	861.4578938	1.141287208	2.205777403	0.168318999	6.780501392	1.20E-11	7.58E-10	n/a	transcriptional regulator	PROKKA_02093
PROKKA_02094_sense	752.0451348	0.616902116	1.533578606	0.154587595	3.990631427	6.59E-05	0.000895918	n/a	hypothetical protein	PROKKA_02094
PROKKA_02095_sense	1197.095281	0.54556614	1.459593003	0.163022183	3.346576096	0.000818162	0.007739083	n/a	ThiF family protein	PROKKA_02095
PROKKA_02096_antis	58.19351358	0.936071341	1.913310927	0.275847321	3.393440024	0.000690207	0.006719251	n/a	hypothetical protein	PROKKA_02096
PROKKA_02096_igtop	81.76170827	0.944943233	1.925113136	0.244255478	3.868667517	0.000109432	0.001400016	n/a	hypothetical protein	PROKKA_02096
PROKKA_02096_sense	1404.503659	0.934760396	1.911573133	0.170357289	5.48705841	4.09E-08	1.40E-06	n/a	hypothetical protein	PROKKA_02096
PROKKA_02097_igbot	59.11995119	1.024260677	2.033916817	0.2902784	3.52854597	0.000417849	0.004458088	n/a	hypothetical protein	PROKKA_02097
PROKKA_02097_igtop	400.3269061	0.570632973	1.485175038	0.171810087	3.321300754	0.000895989	0.008303217	n/a	hypothetical protein	PROKKA_02097
PROKKA_02098_igtop	107.2425834	0.646357449	1.56521132	0.225296696	2.868916687	0.004118803	0.02848985	n/a	putative oxidase	PROKKA_02098
PROKKA_02101_sense	1039.706748	-0.498354557	-1.412601523	0.157970677	-3.154728242	0.001606477	0.013437395	n/a	electron transfer flavoprotein-ubiquinone oxidoreductase	PROKKA_02101
PROKKA_02102_igtop	429.6141883	-0.462991378	-1.378396915	0.167076912	-2.77112722	0.00558626	0.036079833	etfB	electron transfer flavoprotein beta-subunit	PROKKA_02102
PROKKA_02106_igtop	37.46117669	0.935579718	1.912659044	0.331391626	2.823184545	0.004754919	0.031872236	n/a	hypothetical protein	PROKKA_02106
PROKKA_02106_sense	4528.751917	1.028822409	2.040358142	0.144694294	7.110317753	1.16E-12	8.16E-11	n/a	hypothetical protein	PROKKA_02106
PROKKA_02107_igbot	313.7360247	1.031691647	2.044420052	0.174750474	5.903798836	3.55E-09	1.52E-07	rep_1	ATP-dependent DNA helicase Rep	PROKKA_02107
PROKKA_02107_sense	1799.243488	0.603283426	1.519170111	0.142585275	4.23103597	2.33E-05	0.00037574	rep_1	ATP-dependent DNA helicase Rep	PROKKA_02107
PROKKA_02108_sense	2862.876301	0.366300314	1.289042932	0.13248215	2.764903142	0.00569397	0.036570066	n/a	SMC domain-containing protein	PROKKA_02108
PROKKA_02109_igbot	276.9174952	0.609952261	1.526208705	0.178820248	3.410979843	0.000647299	0.006378611	n/a	hypothetical protein	PROKKA_02109
PROKKA_02109_sense	2865.920722	0.847312882	1.799146769	0.13666516	6.199918727	5.65E-10	2.72E-08	n/a	hypothetical protein	PROKKA_02109
PROKKA_02110_igbot	910.3225957	0.813860558	1.757909205	0.150011585	5.425318023	5.79E-08	1.91E-06	n/a	hypothetical protein	PROKKA_02110
PROKKA_02124_igbot	223.5285432	-0.934058117	-1.910642839	0.202311401	-4.616932665	3.89E-06	7.80E-05	n/a	hypothetical protein	PROKKA_02124
PROKKA_02124_sense	1958.221124	-0.594553344	-1.510005018	0.162121065	-3.667341708	0.000245085	0.002804576	n/a	hypothetical protein	PROKKA_02124
PROKKA_02125_sense	641.1962214	-0.703018395	-1.627907126	0.178539403	-3.937609186	8.23E-05	0.001098228	n/a	small multidrug resistance protein	PROKKA_02125
PROKKA_02126_igbot	533.5163569	-0.722438127	-1.649968094	0.153660544	-4.701520039	2.58E-06	5.45E-05	triC_3	Resistance-Nodulation-Cell Division (RND) triclosan efflux transporter TriC	PROKKA_02126
PROKKA_02126_sense	4549.850611	-0.587600823	-1.502745628	0.131747865	-4.460040579	8.19E-06	0.000150909	triC_3	Resistance-Nodulation-Cell Division (RND) triclosan efflux transporter TriC	PROKKA_02126
PROKKA_02127_sense	1152.067909	-0.72667714	-1.654823258	0.139420853	-5.21211226	1.87E-07	5.43E-06	triB_2	Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein TriB	PROKKA_02127
PROKKA_02129_antis	117.5230258	0.668853467	1.589809019	0.225590031	2.964907018	0.003027744	0.022470927	n/a	hypothetical protein	PROKKA_02129
PROKKA_02130_antis	174.4095158	0.666491705	1.587208553	0.187378376	3.556929661	0.000375215	0.004040986	n/a	hypothetical protein	PROKKA_02130
PROKKA_02131_igtop	153.7646214	0.918679506	1.890384239	0.209731645	4.380261764	1.19E-05	0.000207715	catR_3	transcriptional regulator CatR	PROKKA_02131
PROKKA_02131_sense	202.5939882	0.895482699	1.860232181	0.18292534	4.89534529	9.81E-07	2.36E-05	catR_3	transcriptional regulator CatR	PROKKA_02131
PROKKA_02132_sense	54.45187689	0.837551638	1.787014868	0.290563179	2.88251127	0.00394519	0.027619516	n/a	putative lipoprotein	PROKKA_02132
PROKKA_02153_sense	20.84608433	-1.475605076	-2.781002566	0.480798921	-3.069069023	0.00214727	0.017071877	n/a	Cobalamin	PROKKA_02153
PROKKA_02154_sense	68.89145703	-0.77465781	-1.710784226	0.256245866	-3.023103639	0.002501965	0.019307872	n/a	putative cobalamin biosynthesis protein cobW	PROKKA_02154
PROKKA_02157_igbot	83.99754156	0.982624454	1.976056851	0.243447439	4.03628996	5.43E-05	0.000767777	n/a	P15	PROKKA_02157
PROKKA_02226_igtop	21.55826849	1.487486339	2.80399998	0.465047605	3.198567897	0.00138112	0.01189656	bexR_10	bistable expression regulator BexR	PROKKA_02226
PROKKA_02240_igtop	120.1219902	-0.952003591	-1.934557474	0.259047875	-3.675010235	0.00023784	0.002743382	n/a	DoxX family protein	PROKKA_02240
PROKKA_02252_igbot	35.68013736	-1.211352498	-2.315546129	0.35299793	-3.431613601	0.000600002	0.005988971	n/a	P14	PROKKA_02252
PROKKA_02252_sense	42.01801829	-2.40675607	-5.302806368	0.365536872	-6.584167713	4.57E-11	2.63E-09	n/a	P14	PROKKA_02252
PROKKA_02253_igbot	107.723704	-0.991206796	-1.987847105	0.271584554	-3.649717123	0.000262529	0.0029806	n/a	tRNA-Ser	PROKKA_02253
PROKKA_02255_antis	33.93732648	-1.244784326	-2.36983124	0.386445512	-3.221112128	0.001276942	0.011176784	efp	translation elongation factor P	PROKKA_02255
PROKKA_02255_igtop	3568.708623	0.679078183	1.601116387	0.223279079	3.041387421	0.002354906	0.018369115	efp	translation elongation factor P	PROKKA_02255
PROKKA_02266_igtop	1119.484424	-0.920918815	-1.893320716	0.185846299	-4.955271197	7.22E-07	1.77E-05	dbpA_3	RNA helicase DbpA	PROKKA_02266
PROKKA_02266_sense	250.2824116	-1.22725023	-2.34120332	0.189972417	-6.460149584	1.05E-10	5.64E-09	dbpA_3	RNA helicase DbpA	PROKKA_02266
PROKKA_02275_sense	33.44756363	-1.211011001	-2.314998086	0.349843695	-3.461577322	0.00053702	0.005435368	n/a	putative zinc carboxypeptidase	PROKKA_02275
PROKKA_02290_sense	48.52655836	-1.208842278	-2.311520693	0.320899782	-3.767039888	0.000165195	0.002018166	arr_2	aminoglycoside response regulator	PROKKA_02290
PROKKA_02293_antis	9.559397485	-2.771307088	-6.827261864	0.789534607	-3.510051443	0.00044802	0.004716172	liuA_5	putative isovaleryl-CoA dehydrogenase	PROKKA_02293
PROKKA_02308_igtop	512.7748993	-0.838841909	-1.788613796	0.168661312	-4.973528892	6.57E-07	1.64E-05	vacJ_2	VacJ	PROKKA_02308
PROKKA_02308_sense	410.6895507	-0.538287485	-1.45224764	0.16142939	-3.33450733	0.000854506	0.007987855	vacJ_2	VacJ	PROKKA_02308
PROKKA_02343_igtop	86.88903227	0.842797381	1.79352441	0.250452899	3.365093337	0.000765178	0.007341982	n/a	hypothetical protein	PROKKA_02343
PROKKA_02343_sense	78.79039942	0.786078467	1.724380875	0.240716139	3.265582736	0.001092391	0.009880499	n/a	hypothetical protein	PROKKA_02343
PROKKA_02357_sense	2496.801056	-0.434136426	-1.351101843	0.136465555	-3.181289411	0.001466211	0.01254232	oprQ	OprQ	PROKKA_02357
PROKKA_02361_igtop	65.23130547	-1.116145012	-2.167669806	0.280047238	-3.985559797	6.73E-05	0.000913841	n/a	3-isopropylmalate dehydratase large subunit	PROKKA_02361
PROKKA_02373_sense	43.32952783	1.236351085	2.356018855	0.316984231	3.90035517	9.61E-05	0.001247234	endA	DNA-specific endonuclease I	PROKKA_02373
PROKKA_02383_sense	23559.37747	0.397119246	1.316875764	0.135543392	2.929831106	0.003391463	0.024679151	thrS	threonyl-tRNA synthetase	PROKKA_02383
PROKKA_02384_antis	256.5389992	-1.095283124	-2.136550066	0.226204617	-4.842001635	1.29E-06	2.94E-05	infC	translation initiation factor IF-3	PROKKA_02384
PROKKA_02385_antis	44.96360642	-2.352423908	-5.106815394	0.364629056	-6.451553621	1.11E-10	5.93E-09	rpmI	50S ribosomal protein L35	PROKKA_02385
PROKKA_02385_sense	10159.76973	-0.827107117	-1.77412433	0.170567218	-4.849156408	1.24E-06	2.85E-05	rpmI	50S ribosomal protein L35	PROKKA_02385
PROKKA_02386_antis	10.18551188	-1.939219929	-3.834982325	0.647938788	-2.992906064	0.002763348	0.02108116	rplT	50S ribosomal protein L20	PROKKA_02386
PROKKA_02386_igtop	267.0845784	-0.971594737	-1.96100707	0.229415062	-4.235095667	2.28E-05	0.000370395	rplT	50S ribosomal protein L20	PROKKA_02386
PROKKA_02386_sense	5594.811516	-0.647649634	-1.566613867	0.138106673	-4.689488348	2.74E-06	5.77E-05	rplT	50S ribosomal protein L20	PROKKA_02386
PROKKA_02387_sense	311.6950392	-0.510883029	-1.424922079	0.177440433	-2.87918046	0.003987101	0.027867941	pheS	phenylalanyl-tRNA synthetase alpha-subunit	PROKKA_02387
PROKKA_02391_sense	132.3198198	0.595166462	1.510646878	0.221690085	2.684677857	0.007259974	0.04405885	n/a	tRNA-Pro	PROKKA_02391
PROKKA_02392_antis	144.7007875	-0.789968957	-1.729037257	0.21559196	-3.664185613	0.000248127	0.002835642	n/a	insertion sequence IS407 OrfB	PROKKA_02392
PROKKA_02393_antis	111.7584634	0.710502319	1.636373772	0.225986877	3.143998136	0.001666565	0.013863377	n/a	hypothetical protein	PROKKA_02393
PROKKA_02418_sense	207.9810853	0.741702654	1.672148127	0.203939792	3.636870703	0.00027597	0.003120948	cysK	cysteine synthase A	PROKKA_02418
PROKKA_02438_sense	17.67178924	3.938841721	15.33590841	0.714738536	5.510884783	3.57E-08	1.24E-06	pfeA_1	Ferric enterobactin receptor outer membrane protein PfeA precursor	PROKKA_02438
PROKKA_02439_sense	26.80394143	3.525634304	11.51653095	0.60364226	5.840602191	5.20E-09	2.18E-07	pfeS_2	two-component sensor PfeS	PROKKA_02439
PROKKA_02440_sense	14.28039581	3.608865807	12.20047834	0.754754755	4.78150788	1.74E-06	3.83E-05	pfeR	two-component response regulator PfeR	PROKKA_02440
PROKKA_02450_antis	32.06156138	1.312181369	2.483167136	0.353978744	3.706949621	0.000209771	0.002458852	xcpR_2	general secretion pathway protein E	PROKKA_02450
PROKKA_02459_igbot	13.96500859	-1.483241477	-2.795761856	0.563358536	-2.632855247	0.008467042	0.049555009	n/a	hypothetical protein	PROKKA_02459
PROKKA_02461_igbot	241.3086759	-0.649583468	-1.568715215	0.180366173	-3.601470604	0.000316422	0.003509778	n/a	putative 6-pyruvoyl tetrahydrobiopterin synthase	PROKKA_02461
PROKKA_02461_igtop	55.96871551	0.818945456	1.764116033	0.286277441	2.86067059	0.00422746	0.029102375	n/a	putative 6-pyruvoyl tetrahydrobiopterin synthase	PROKKA_02461
PROKKA_02461_sense	551.0418248	-0.573674817	-1.488309753	0.163694179	-3.504552342	0.000457376	0.004785617	n/a	putative 6-pyruvoyl tetrahydrobiopterin synthase	PROKKA_02461
PROKKA_02480_sense	141.1860632	-0.691124577	-1.614541559	0.1983136	-3.485008469	0.000492121	0.005082728	nuoM	NADH dehydrogenase I chain M	PROKKA_02480
PROKKA_02495_sense	57.43796595	-0.878544366	-1.838519357	0.292254699	-3.006091493	0.002646294	0.020277342	n/a	putative secretion system protein	PROKKA_02495
PROKKA_02496_sense	17.88262601	-1.276466025	-2.422448551	0.471094661	-2.709574384	0.00673696	0.041829913	n/a	hypothetical protein	PROKKA_02496
PROKKA_02498_sense	251.0445542	-0.49941777	-1.413642942	0.182742485	-2.732904558	0.006277852	0.039602974	n/a	cupin	PROKKA_02498
PROKKA_02503_sense	6.545082658	-3.053053297	-8.299666099	0.950042207	-3.213597538	0.001310833	0.011404376	n/a	putative NUDIX hydrolase	PROKKA_02503
PROKKA_02504_sense	2913.608881	-0.669160321	-1.590147199	0.131436384	-5.091134585	3.56E-07	9.56E-06	idh	isocitrate dehydrogenase	PROKKA_02504
PROKKA_02505_igbot	525.1625533	-0.687372846	-1.610348395	0.193043034	-3.560723383	0.000369835	0.00399495	icd	isocitrate dehydrogenase	PROKKA_02505
PROKKA_02507_igtop	994.4804029	0.449437274	1.365507534	0.159855475	2.811522559	0.004930763	0.032722743	clpS	ATP-dependent Clp protease adaptor protein ClpS	PROKKA_02507
PROKKA_02510_igbot	18.87300619	1.438923198	2.711184319	0.468436946	3.071754287	0.002128048	0.016950129	n/a	arginyl-tRNA-protein transferase	PROKKA_02510
PROKKA_02510_sense	34.57455584	1.022232212	2.031059089	0.362579502	2.819332606	0.004812362	0.032159038	n/a	arginyl-tRNA-protein transferase	PROKKA_02510
PROKKA_02513_igtop	343.3520429	-0.600023081	-1.515740816	0.161544649	-3.714286329	0.000203778	0.002404857	ftsK_1	cell division protein FtsK	PROKKA_02513
PROKKA_02537_antis	210.0627029	0.604364248	1.520308652	0.213819002	2.826522629	0.004705642	0.031640882	n/a	putative alkylhalidase pltM	PROKKA_02537
PROKKA_02538_antis	47.8712993	1.050035863	2.070581319	0.338614364	3.100978505	0.001928823	0.015680047	bexR_15	bistable expression regulator BexR	PROKKA_02538
PROKKA_02538_sense	211.7455385	0.692418059	1.615989763	0.206353975	3.355486903	0.000792254	0.007568295	bexR_15	bistable expression regulator BexR	PROKKA_02538
PROKKA_02539_igtop	75.35572	0.887073487	1.849420758	0.260951891	3.399375586	0.000675399	0.00659731	pltL	PltL	PROKKA_02539
PROKKA_02562_sense	101.8746494	-0.662722857	-1.583067594	0.239762221	-2.764083736	0.005708289	0.03659549	uvrC	excinuclease ABC subunit C	PROKKA_02562
PROKKA_02563_igtop	53.39446026	-1.333890946	-2.520816227	0.301968782	-4.417314063	9.99E-06	0.000179469	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	PROKKA_02563
PROKKA_02564_sense	1296.682617	-0.647906476	-1.566892795	0.225775743	-2.869690366	0.004108739	0.028488074	n/a	tRNA-Gly	PROKKA_02564
PROKKA_02565_igtop	1030.248927	-0.694842061	-1.618707216	0.18734753	-3.708840256	0.000208211	0.00244387	n/a	phage-related integrase	PROKKA_02565
PROKKA_02565_sense	751.585413	-1.16976343	-2.249748031	0.180103653	-6.494945593	8.31E-11	4.56E-09	n/a	phage-related integrase	PROKKA_02565
PROKKA_02566_antis	81.39125993	-2.263202036	-4.800557757	0.65214346	-3.470405174	0.000519674	0.005296887	n/a	transcriptional regulator LysR family	PROKKA_02566
PROKKA_02567_sense	9.501402964	-3.329809119	-10.05477657	0.853693422	-3.900474144	9.60E-05	0.001247234	n/a	XRE family transcriptional regulator	PROKKA_02567
PROKKA_02568_antis	53.36973576	-0.92467512	-1.898256726	0.319451775	-2.894568733	0.003796798	0.026775141	catR_4	transcriptional regulator CatR	PROKKA_02568
PROKKA_02568_sense	46.91507136	1.300373494	2.462926361	0.332469974	3.911250922	9.18E-05	0.001199987	catR_4	transcriptional regulator CatR	PROKKA_02568
PROKKA_02569_antis	9.761151628	-2.366611016	-5.157282292	0.737254876	-3.210031011	0.001327207	0.011520301	hpd_2	4-hydroxyphenylpyruvate dioxygenase	PROKKA_02569
PROKKA_02569_igbot	83.57543778	1.141181673	2.205616053	0.331016422	3.447507725	0.000565784	0.00567354	hpd_2	4-hydroxyphenylpyruvate dioxygenase	PROKKA_02569
PROKKA_02569_igtop	21.86376778	-1.923499753	-3.793421682	0.486401706	-3.954549769	7.67E-05	0.001032784	hpd_2	4-hydroxyphenylpyruvate dioxygenase	PROKKA_02569
PROKKA_02574_antis	7.735421362	-2.622857074	-6.159687132	0.890837697	-2.944259187	0.003237288	0.023756542	fdx2_2	ferredoxin [2Fe-2S]	PROKKA_02574
PROKKA_02575_antis	10.15382271	-1.781951664	-3.438910726	0.647513508	-2.75199149	0.005923406	0.037751377	cueR_3	CueR	PROKKA_02575
PROKKA_02576_antis	12.79143657	-1.827232983	-3.548558237	0.652989188	-2.79825917	0.005137887	0.033813377	kdpB_3	potassium-transporting ATPase B chain	PROKKA_02576
PROKKA_02584_sense	354.0441576	0.825792259	1.772508147	0.167822034	4.92064264	8.63E-07	2.09E-05	n/a	putative nrbE-like protein	PROKKA_02584
PROKKA_02587_sense	231.7942325	0.614577783	1.531109839	0.201105039	3.056003898	0.002243083	0.017639624	n/a	hypothetical protein	PROKKA_02587
PROKKA_02588_igbot	98.05493935	0.761065304	1.694741581	0.243612779	3.124077921	0.001783632	0.014664669	n/a	hypothetical protein	PROKKA_02588
PROKKA_02588_igtop	94.09665274	0.873491915	1.832091954	0.277807522	3.144234215	0.001665221	0.013863377	n/a	hypothetical protein	PROKKA_02588
PROKKA_02591_sense	37.79939912	0.941009538	1.919871215	0.336338071	2.797808575	0.00514506	0.03383491	mexF_2	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexF	PROKKA_02591
PROKKA_02596_sense	197.0423028	0.883000191	1.84420648	0.224985788	3.924693191	8.68E-05	0.001148252	n/a	Ketosteroid isomerase-related protein	PROKKA_02596
PROKKA_02597_igbot	609.3693955	1.225182126	2.337849609	0.182371194	6.718068219	1.84E-11	1.12E-09	oprN_4	Multidrug efflux outer membrane protein OprN precursor	PROKKA_02597
PROKKA_02597_sense	332.566703	0.604210316	1.520146447	0.210832465	2.865831489	0.004159156	0.028723341	oprN_4	Multidrug efflux outer membrane protein OprN precursor	PROKKA_02597
PROKKA_02600_sense	4370.224595	0.441259095	1.357788804	0.153493127	2.874780798	0.004043081	0.028145813	glcC_2	transcriptional regulator GlcC	PROKKA_02600
PROKKA_02601_igtop	796.241734	0.517041175	1.431017361	0.14377914	3.596079203	0.000323049	0.003568023	fpvA_2	ferripyoverdine receptor	PROKKA_02601
PROKKA_02601_sense	986.8280078	1.099873938	2.143359631	0.164300189	6.694295029	2.17E-11	1.30E-09	fpvA_2	ferripyoverdine receptor	PROKKA_02601
PROKKA_02602_sense	246.5427132	1.887226662	3.699234253	0.257163975	7.338612099	2.16E-13	1.61E-11	n/a	GntR family transcriptional regulator	PROKKA_02602
PROKKA_02612_antis	18.98395663	-1.382695493	-2.607551041	0.500765298	-2.76116476	0.005759561	0.036842503	n/a	putative integral membrane protein	PROKKA_02612
PROKKA_02663_sense	104.1567946	0.722127604	1.649612996	0.225676171	3.199839849	0.00137504	0.011855959	kdpB_5	potassium-transporting ATPase B chain	PROKKA_02663
PROKKA_02664_igtop	1237.809352	0.72247638	1.650011844	0.140639625	5.137075547	2.79E-07	7.68E-06	cueR_6	CueR	PROKKA_02664
PROKKA_02664_sense	1816.318787	0.584616015	1.499639795	0.167879468	3.482355668	0.000497023	0.00511409	cueR_6	CueR	PROKKA_02664
PROKKA_02665_igtop	220.2430796	0.860572283	1.815758436	0.183903174	4.679485747	2.88E-06	6.01E-05	n/a	Co/Zn/Cd efflux system protein	PROKKA_02665
PROKKA_02665_sense	65.45363149	1.219053607	2.327939567	0.266693393	4.570992902	4.85E-06	9.57E-05	n/a	Co/Zn/Cd efflux system protein	PROKKA_02665
PROKKA_02679_igtop	52.9470444	-0.759934051	-1.693413213	0.28837667	-2.635213349	0.008408441	0.049280284	rocsS2_2	Two-component sensor RocS2	PROKKA_02679
PROKKA_02679_sense	314.8327205	-0.709803764	-1.63558163	0.167625259	-4.234467808	2.29E-05	0.000370738	rocsS2_2	Two-component sensor RocS2	PROKKA_02679
PROKKA_02680_igtop	735.2103383	-0.46722789	-1.382450563	0.167853644	-2.783543332	0.005376868	0.034961734	n/a	putative activator of osmoprotectant transporter	PROKKA_02680
PROKKA_02680_sense	326.5144044	-0.506469944	-1.42057002	0.176982376	-2.861697058	0.004213795	0.029054415	n/a	putative activator of osmoprotectant transporter	PROKKA_02680
PROKKA_02682_sense	24.88310499	1.045927385	2.064693147	0.391334641	2.672718629	0.007523933	0.045384279	n/a	integrase (pseudogene)	PROKKA_02682
PROKKA_02687_igtop	36.86421535	1.115034097	2.166001282	0.340709813	3.272679725	0.001065331	0.00968625	n/a	hypothetical protein	PROKKA_02687
PROKKA_02687_sense	102.7818299	0.687337717	1.610309185	0.244236327	2.81423213	0.004889391	0.032548408	n/a	hypothetical protein	PROKKA_02687
PROKKA_02699_igbot	48.63851502	1.44638677	2.725246579	0.315696691	4.581570891	4.61E-06	9.16E-05	rsmA_1	RsmA	PROKKA_02699
PROKKA_02699_sense	18.41724497	1.229055212	2.344134276	0.449912981	2.731762062	0.006299662	0.039711676	rsmA_1	RsmA	PROKKA_02699
PROKKA_02705_sense	31.04216425	1.145776794	2.21265235	0.386596279	2.963755363	0.003039098	0.022511644	n/a	hypothetical protein	PROKKA_02705
PROKKA_02706_sense	36.60575823	1.505316767	2.838869964	0.404332939	3.722963487	0.000196898	0.00233958	n/a	hypothetical protein	PROKKA_02706
PROKKA_02715_igtop	862.632433	0.728109218	1.656466719	0.238487503	3.053028817	0.002265442	0.017767127	n/a	hypothetical protein	PROKKA_02715
PROKKA_02715_sense	694.6645238	0.490661983	1.405089455	0.167923874	2.921931064	0.003478685	0.025166068	n/a	hypothetical protein	PROKKA_02715
PROKKA_02736_sense	758.2389472	0.684618443	1.60727684	0.159527141	4.29154838	1.77E-05	0.000295401	n/a	bacteriophage lambda tail assembly I	PROKKA_02736
PROKKA_02737_igtop	800.2840928	0.606347921	1.522400479	0.170086676	3.564934868	0.000363947	0.003941164	n/a	hypothetical protein	PROKKA_02737
PROKKA_02753_sense	153.4559405	0.765357531	1.699791191	0.195860415	3.907668287	9.32E-05	0.001215549	n/a	putative nitroreductase	PROKKA_02753
PROKKA_02759_igtop	63.38088607	-0.7118886	-1.637946915	0.270823478	-2.628607409	0.008573528	0.049944109	lecA	LecA	PROKKA_02759
PROKKA_02761_antis	7.74461706	-1.959726477	-3.889882231	0.744396439	-2.632638169	0.008472455	0.049555009	n/a	hypothetical protein	PROKKA_02761
PROKKA_02762_sense	43.64416712	-1.53304529	-2.893960619	0.318347341	-4.815637171	1.47E-06	3.29E-05	bifA_2	BifA	PROKKA_02762
PROKKA_02772_sense	16.33961678	-1.698087668	-3.244705787	0.519909708	-3.266120332	0.001090319	0.009872054	fadD2_2	long-chain-fatty-acid--CoA ligase	PROKKA_02772
